"Capture ID","Vessel","Voyage","Site Name","Reef Name","Reef ID","Voyage Start","Voyage End","Survey Date","Depth (meters)","Bottomtime","Cohort 1 (<15cm)","Cohort2 (15-25cm)","Cohort3 (25-40cm)","Cohort4 (>40cm)","Longitude","Latitude","error_flag","Nearest Site"
19807,"Capricorn Star","28","FIT_16-054a_1","Fitzroy Island Reef (No 1) (16-054a)","16-054a",2023-09-26,2023-10-10,2023-11-07,3,5,1,3,6,0,145.988757692983,-16.9269474384639,1,1
19803,"Odyssey","104","DAV_18-096_13","Davies Reef (18-096)","18-096",2023-07-30,2023-08-09,2023-08-15,14,156,0,2,3,5,147.642748160288,-18.8446570801047,1,13
19805,"Odyssey","104","DAV_18-096_13","Davies Reef (18-096)","18-096",2023-07-30,2023-08-09,2023-08-15,5,114,0,0,0,0,147.642748160288,-18.8446570801047,1,13
19806,"Odyssey","104","DAV_18-096_14","Davies Reef (18-096)","18-096",2023-07-30,2023-08-09,2023-08-15,17,117,0,2,4,6,147.638220474308,-18.8477810879349,1,14
19804,"Odyssey","104","DAV_18-096_14","Davies Reef (18-096)","18-096",2023-07-30,2023-08-09,2023-08-15,8,192,1,0,4,3,147.638220474308,-18.8477810879349,1,14
19795,"Odyssey","104","BAN_18-105a_3","Banfield Reef (North) (18-105a)","18-105a",2023-07-30,2023-08-09,2023-08-14,15,96,0,1,1,2,147.902984007621,-18.9250280028465,1,3
19800,"Odyssey","104","BAN_18-105a_3","Banfield Reef (North) (18-105a)","18-105a",2023-07-30,2023-08-09,2023-08-14,3,105,2,2,0,0,147.902984007621,-18.9250280028465,1,3
19798,"Odyssey","104","BAN_18-105a_4","Banfield Reef (North) (18-105a)","18-105a",2023-07-30,2023-08-09,2023-08-14,11,156,6,3,4,4,147.90144101029,-18.9289700046901,1,4
19799,"Odyssey","104","BAN_18-105a_4","Banfield Reef (North) (18-105a)","18-105a",2023-07-30,2023-08-09,2023-08-14,4,75,5,4,0,0,147.90144101029,-18.9289700046901,1,4
19793,"Odyssey","104","BAN_18-105a_4","Banfield Reef (North) (18-105a)","18-105a",2023-07-30,2023-08-09,2023-08-14,8,204,9,13,2,0,147.90144101029,-18.9289700046901,1,4
19794,"Odyssey","104","BAN_18-105a_4","Banfield Reef (North) (18-105a)","18-105a",2023-07-30,2023-08-09,2023-08-14,12,128,4,9,7,5,147.90144101029,-18.9289700046901,1,4
19801,"Odyssey","104","BAN_18-105a_12","Banfield Reef (North) (18-105a)","18-105a",2023-07-30,2023-08-09,2023-08-14,8,240,10,9,25,46,147.892359013211,-18.9069110076619,1,12
19802,"Odyssey","104","BAN_18-105a_12","Banfield Reef (North) (18-105a)","18-105a",2023-07-30,2023-08-09,2023-08-14,5,180,9,16,34,70,147.892359013211,-18.9069110076619,1,12
19796,"Odyssey","104","BAN_18-105a_12","Banfield Reef (North) (18-105a)","18-105a",2023-07-30,2023-08-09,2023-08-14,6,240,3,20,31,90,147.892359013211,-18.9069110076619,1,12
19797,"Odyssey","104","BAN_18-105a_12","Banfield Reef (North) (18-105a)","18-105a",2023-07-30,2023-08-09,2023-08-14,6,232,5,20,43,139,147.892359013211,-18.9069110076619,1,12
19789,"Odyssey","104","BAN_18-105a_12","Banfield Reef (North) (18-105a)","18-105a",2023-07-30,2023-08-09,2023-08-13,5,240,7,11,20,27,147.892359013211,-18.9069110076619,1,12
19790,"Odyssey","104","BAN_18-105a_12","Banfield Reef (North) (18-105a)","18-105a",2023-07-30,2023-08-09,2023-08-13,7,188,8,18,63,68,147.892359013211,-18.9069110076619,1,12
19791,"Odyssey","104","BAN_18-105a_12","Banfield Reef (North) (18-105a)","18-105a",2023-07-30,2023-08-09,2023-08-13,6,240,11,21,21,45,147.892359013211,-18.9069110076619,1,12
19792,"Odyssey","104","BAN_18-105a_12","Banfield Reef (North) (18-105a)","18-105a",2023-07-30,2023-08-09,2023-08-13,8,188,4,4,22,46,147.892359013211,-18.9069110076619,1,12
19772,"Flying Fish V","112","LAM_23-076_12","Lamont Reef (23-076)","23-076",2023-08-02,2023-08-14,2023-08-13,5,350,0,0,1,1,152.033707594702,-23.6024919253351,0,12
19773,"Flying Fish V","112","LAM_23-076_15","Lamont Reef (23-076)","23-076",2023-08-02,2023-08-14,2023-08-13,7,373,0,2,1,0,152.04578410354,-23.5943809331972,0,15
19774,"Flying Fish V","112","LAM_23-076_16","Lamont Reef (23-076)","23-076",2023-08-02,2023-08-14,2023-08-13,8,270,0,0,0,0,152.050293669482,-23.5921665265498,0,16
19781,"Odyssey","104","DAV_18-096_31","Davies Reef (18-096)","18-096",2023-07-30,2023-08-09,2023-08-12,10,144,0,0,1,2,147.628670986847,-18.8358350098235,1,31
19782,"Odyssey","104","DAV_18-096_31","Davies Reef (18-096)","18-096",2023-07-30,2023-08-09,2023-08-12,5,136,0,0,4,3,147.628670986847,-18.8358350098235,1,31
19783,"Odyssey","104","DAV_18-096_31","Davies Reef (18-096)","18-096",2023-07-30,2023-08-09,2023-08-12,3,220,1,1,0,5,147.628670986847,-18.8358350098235,1,31
19784,"Odyssey","104","DAV_18-096_31","Davies Reef (18-096)","18-096",2023-07-30,2023-08-09,2023-08-12,2,92,0,0,1,0,147.628670986847,-18.8358350098235,1,31
19770,"Flying Fish V","112","BOU_23-079_14","Boult Reef (23-079)","23-079",2023-08-02,2023-08-14,2023-08-12,6,333,0,0,0,0,152.262676496608,-23.7585306366423,0,14
19769,"Flying Fish V","112","BOU_23-079_16","Boult Reef (23-079)","23-079",2023-08-02,2023-08-14,2023-08-12,7,302,0,0,0,8,152.2693516253,-23.7513378061154,0,16
19771,"Flying Fish V","112","BOU_23-079_17","Boult Reef (23-079)","23-079",2023-08-02,2023-08-14,2023-08-12,9,400,0,0,2,2,152.272040413326,-23.7466076381888,0,17
19788,"Odyssey","104","LYN_18-091_40","Lynchs Reef (18-091)","18-091",2023-07-30,2023-08-09,2023-08-12,15,184,0,1,1,1,147.690036500826,-18.7956260819269,1,40
19786,"Odyssey","104","LYN_18-091_40","Lynchs Reef (18-091)","18-091",2023-07-30,2023-08-09,2023-08-12,7,141,0,0,0,1,147.690036500826,-18.7956260819269,1,40
19787,"Odyssey","104","LYN_18-091_41","Lynchs Reef (18-091)","18-091",2023-07-30,2023-08-09,2023-08-12,13,180,0,1,5,4,147.689418040462,-18.7915165290033,1,41
19785,"Odyssey","104","LYN_18-091_41","Lynchs Reef (18-091)","18-091",2023-07-30,2023-08-09,2023-08-12,7,141,1,1,4,5,147.689418040462,-18.7915165290033,1,41
19777,"Odyssey","104","DAV_18-096_18","Davies Reef (18-096)","18-096",2023-07-30,2023-08-09,2023-08-11,2,237,1,1,4,1,147.632651993103,-18.833694130517,1,18
19778,"Odyssey","104","DAV_18-096_18","Davies Reef (18-096)","18-096",2023-07-30,2023-08-09,2023-08-11,4,188,0,0,3,0,147.632651993103,-18.833694130517,1,18
19779,"Odyssey","104","DAV_18-096_18","Davies Reef (18-096)","18-096",2023-07-30,2023-08-09,2023-08-11,1,276,0,1,7,1,147.632651993103,-18.833694130517,1,18
19780,"Odyssey","104","DAV_18-096_18","Davies Reef (18-096)","18-096",2023-07-30,2023-08-09,2023-08-11,4,164,0,0,0,0,147.632651993103,-18.833694130517,1,18
19768,"Flying Fish V","112","LLE_23-078_23","Llewellyn Reef (23-078)","23-078",2023-08-02,2023-08-14,2023-08-11,8,385,0,5,16,14,152.170239536972,-23.6889125525886,0,23
19767,"Flying Fish V","112","LLE_23-078_24","Llewellyn Reef (23-078)","23-078",2023-08-02,2023-08-14,2023-08-11,9,335,0,0,4,4,152.174458021331,-23.6862876843953,0,24
19765,"Flying Fish V","112","LLE_23-078_25","Llewellyn Reef (23-078)","23-078",2023-08-02,2023-08-14,2023-08-11,10,314,0,0,2,11,152.178625866571,-23.6838919428416,0,25
19766,"Flying Fish V","112","LLE_23-078_26","Llewellyn Reef (23-078)","23-078",2023-08-02,2023-08-14,2023-08-11,11,420,0,1,12,15,152.182427520421,-23.6811388619299,0,26
19763,"Flying Fish V","112","LLE_23-078_22","Llewellyn Reef (23-078)","23-078",2023-08-02,2023-08-14,2023-08-10,7,376,0,0,3,2,152.166291546899,-23.6915714194437,0,22
19761,"Flying Fish V","112","LLE_23-078_19","Llewellyn Reef (23-078)","23-078",2023-08-02,2023-08-14,2023-08-10,7,275,0,0,1,5,152.154551919939,-23.6999073119579,0,19
19764,"Flying Fish V","112","LLE_23-078_20","Llewellyn Reef (23-078)","23-078",2023-08-02,2023-08-14,2023-08-10,8,344,0,0,5,14,152.158575930099,-23.6971649804928,0,20
19762,"Flying Fish V","112","LLE_23-078_21","Llewellyn Reef (23-078)","23-078",2023-08-02,2023-08-14,2023-08-10,11,340,0,1,5,8,152.162462507224,-23.6943866120661,0,21
19775,"Odyssey","104","DAV_18-096_18","Davies Reef (18-096)","18-096",2023-07-30,2023-08-09,2023-08-10,4,232,2,5,10,4,147.632651993103,-18.833694130517,1,18
19776,"Odyssey","104","DAV_18-096_18","Davies Reef (18-096)","18-096",2023-07-30,2023-08-09,2023-08-10,3,232,0,3,4,3,147.632651993103,-18.833694130517,1,18
19757,"Flying Fish V","112","FIT_23-077_26","Fitzroy Reef (23-077)","23-077",2023-08-02,2023-08-14,2023-08-09,11,364,0,0,2,4,152.146896424246,-23.6133647219485,0,26
19760,"Flying Fish V","112","FIT_23-077_23","Fitzroy Reef (23-077)","23-077",2023-08-02,2023-08-14,2023-08-09,10,398,0,2,4,10,152.137283100194,-23.6236734421975,0,23
19759,"Flying Fish V","112","FIT_23-077_24","Fitzroy Reef (23-077)","23-077",2023-08-02,2023-08-14,2023-08-09,7,391,0,1,2,20,152.140345481174,-23.6199996668491,0,24
19758,"Flying Fish V","112","FIT_23-077_25","Fitzroy Reef (23-077)","23-077",2023-08-02,2023-08-14,2023-08-09,9,375,0,0,4,9,152.143515908186,-23.6167331348614,0,25
19739,"Venus","164","MOO_16-071_154","Moore Reef (16-071)","16-071",2023-08-01,2023-08-10,2023-08-09,1,300,0,0,0,0,146.185432491344,-16.890074061377,0,154
19740,"Venus","164","MOO_16-071_154","Moore Reef (16-071)","16-071",2023-08-01,2023-08-10,2023-08-09,1,300,0,0,0,0,146.185432491344,-16.890074061377,1,154
19741,"Venus","164","MOO_16-071_154","Moore Reef (16-071)","16-071",2023-08-01,2023-08-10,2023-08-09,1,300,0,0,0,0,146.185432491344,-16.890074061377,1,154
19742,"Venus","164","MOO_16-071_154","Moore Reef (16-071)","16-071",2023-08-01,2023-08-10,2023-08-09,1,300,0,0,0,0,146.185432491344,-16.890074061377,1,154
19733,"Tura","117","ROU_17-013_7","Round-Russell Reef (17-013)","17-013",2023-08-01,2023-08-10,2023-08-09,1,300,0,0,0,0,146.089883333225,-17.2259451646337,0,7
19734,"Tura","117","ROU_17-013_7","Round-Russell Reef (17-013)","17-013",2023-08-01,2023-08-10,2023-08-09,1,300,1,0,0,0,146.089883333225,-17.2259451646337,0,7
19735,"Tura","117","ROU_17-013_7","Round-Russell Reef (17-013)","17-013",2023-08-01,2023-08-10,2023-08-09,1,60,0,0,0,0,146.089883333225,-17.2259451646337,0,7
19736,"Venus","164","MOO_16-071_148","Moore Reef (16-071)","16-071",2023-08-01,2023-08-10,2023-08-08,1,300,0,0,0,0,146.187833037337,-16.8873883772192,0,148
19737,"Venus","164","MOO_16-071_148","Moore Reef (16-071)","16-071",2023-08-01,2023-08-10,2023-08-08,1,300,0,0,0,0,146.187833037337,-16.8873883772192,1,148
19738,"Venus","164","MOO_16-071_148","Moore Reef (16-071)","16-071",2023-08-01,2023-08-10,2023-08-08,1,300,0,0,0,0,146.187833037337,-16.8873883772192,1,148
19729,"Tura","117","FOR_18-043_26","Fore And Aft Reef (18-043)","18-043",2023-08-01,2023-08-10,2023-08-08,1,300,2,4,2,2,147.040768858938,-18.4837601611147,0,26
19730,"Tura","117","FOR_18-043_26","Fore And Aft Reef (18-043)","18-043",2023-08-01,2023-08-10,2023-08-08,1,300,3,5,3,2,147.040768858938,-18.4837601611147,0,26
19731,"Tura","117","FOR_18-043_26","Fore And Aft Reef (18-043)","18-043",2023-08-01,2023-08-10,2023-08-08,1,300,1,1,0,0,147.040768858938,-18.4837601611147,0,26
19732,"Tura","117","FOR_18-043_26","Fore And Aft Reef (18-043)","18-043",2023-08-01,2023-08-10,2023-08-08,1,300,0,1,1,2,147.040768858938,-18.4837601611147,0,26
19755,"Flying Fish V","112","LAD_23-082a_21","Lady Musgrave Reef (23-082a)","23-082a",2023-08-02,2023-08-14,2023-08-08,3,315,0,3,2,1,152.40421814778,-23.8952277158978,0,21
19756,"Flying Fish V","112","LAD_23-082a_23","Lady Musgrave Reef (23-082a)","23-082a",2023-08-02,2023-08-14,2023-08-08,2,294,1,1,4,2,152.411187534057,-23.888750733847,0,23
19754,"Flying Fish V","112","LAD_23-082a_23","Lady Musgrave Reef (23-082a)","23-082a",2023-08-02,2023-08-14,2023-08-08,10,424,0,1,1,7,152.411187534057,-23.888750733847,0,23
19753,"Flying Fish V","112","LAD_23-082a_24","Lady Musgrave Reef (23-082a)","23-082a",2023-08-02,2023-08-14,2023-08-08,5,260,0,0,0,0,152.414482494018,-23.8848877176303,0,24
19752,"Flying Fish V","112","LAD_23-082a_21","Lady Musgrave Reef (23-082a)","23-082a",2023-08-02,2023-08-14,2023-08-07,9,331,0,2,0,0,152.40421814778,-23.8952277158978,0,21
19726,"Tura","117","FOR_18-043_29","Fore And Aft Reef (18-043)","18-043",2023-08-01,2023-08-10,2023-08-07,1,300,0,3,3,0,147.034925013031,-18.4840246504564,0,29
19728,"Tura","117","FOR_18-043_29","Fore And Aft Reef (18-043)","18-043",2023-08-01,2023-08-10,2023-08-07,1,54,0,0,2,1,147.034925013031,-18.4840246504564,0,29
19727,"Tura","117","FOR_18-043_30","Fore And Aft Reef (18-043)","18-043",2023-08-01,2023-08-10,2023-08-07,1,300,1,4,0,0,147.03832719016,-18.4810035278136,0,30
19725,"Tura","117","FOR_18-043_30","Fore And Aft Reef (18-043)","18-043",2023-08-01,2023-08-10,2023-08-07,1,300,5,5,2,0,147.03832719016,-18.4810035278136,0,30
19751,"Flying Fish V","112","LAD_23-082a_30","Lady Musgrave Reef (23-082a)","23-082a",2023-08-02,2023-08-14,2023-08-07,2,381,0,2,3,2,152.422164017692,-23.9064340099089,0,30
19749,"Flying Fish V","112","LAD_23-082a_54","Lady Musgrave Reef (23-082a)","23-082a",2023-08-02,2023-08-14,2023-08-07,1,16,0,0,2,2,152.42049301769,-23.9051830099093,0,54
19750,"Flying Fish V","112","LAD_23-082a_54","Lady Musgrave Reef (23-082a)","23-082a",2023-08-02,2023-08-14,2023-08-07,2,412,0,0,2,13,152.42049301769,-23.9051830099093,0,54
19745,"Flying Fish V","112","LAD_23-082a_51","Lady Musgrave Reef (23-082a)","23-082a",2023-08-02,2023-08-14,2023-08-06,2,376,0,0,4,5,152.420597999986,-23.8961270031275,0,51
19746,"Flying Fish V","112","LAD_23-082a_40","Lady Musgrave Reef (23-082a)","23-082a",2023-08-02,2023-08-14,2023-08-06,3,340,0,0,1,0,152.400867017688,-23.8998500127597,0,40
19747,"Flying Fish V","112","LAD_23-082a_22","Lady Musgrave Reef (23-082a)","23-082a",2023-08-02,2023-08-14,2023-08-06,8,227,0,0,1,4,152.408180700554,-23.8924828949623,0,22
19748,"Flying Fish V","112","LAD_23-082a_22","Lady Musgrave Reef (23-082a)","23-082a",2023-08-02,2023-08-14,2023-08-06,10,353,1,0,2,3,152.408180700554,-23.8924828949623,0,22
19724,"Tura","117","FOR_18-043_30","Fore And Aft Reef (18-043)","18-043",2023-08-01,2023-08-10,2023-08-05,1,64,0,0,0,0,147.03832719016,-18.4810035278136,0,30
19744,"Flying Fish V","112","FIT_23-077_27","Fitzroy Reef (23-077)","23-077",2023-08-02,2023-08-14,2023-08-05,11,288,0,0,0,5,152.15007225852,-23.6098080302153,0,27
19743,"Flying Fish V","112","FIT_23-077_28","Fitzroy Reef (23-077)","23-077",2023-08-02,2023-08-14,2023-08-05,7,446,0,0,8,8,152.15565317039,-23.6090462946142,0,28
19722,"Capricorn Star","25","MOO_16-071_149","Moore Reef (16-071)","16-071",2023-07-25,2023-08-08,2023-08-02,1,350,1,0,1,0,146.192472154976,-16.8878204414639,0,149
19723,"Capricorn Star","25","MOO_16-071_149","Moore Reef (16-071)","16-071",2023-07-25,2023-08-08,2023-08-02,1,350,2,0,0,0,146.192472154976,-16.8878204414639,0,149
19718,"Capricorn Star","25","MOO_16-071_149","Moore Reef (16-071)","16-071",2023-07-25,2023-08-08,2023-08-01,1,350,1,2,1,0,146.192472154976,-16.8878204414639,0,149
19719,"Capricorn Star","25","MOO_16-071_149","Moore Reef (16-071)","16-071",2023-07-25,2023-08-08,2023-08-01,1,350,1,0,0,0,146.192472154976,-16.8878204414639,0,149
19720,"Capricorn Star","25","MOO_16-071_149","Moore Reef (16-071)","16-071",2023-07-25,2023-08-08,2023-08-01,1,350,1,0,0,0,146.192472154976,-16.8878204414639,0,149
19721,"Capricorn Star","25","MOO_16-071_149","Moore Reef (16-071)","16-071",2023-07-25,2023-08-08,2023-08-01,1,350,0,0,0,0,146.192472154976,-16.8878204414639,0,149
19698,"Infamis","22","WIL_23-050_11","Wilson Island Reef (23-050)","23-050",2023-07-21,2023-08-02,2023-08-01,9,333,0,0,0,1,151.922571016334,-23.3090580082904,0,11
19699,"Infamis","22","WIL_23-050_13","Wilson Island Reef (23-050)","23-050",2023-07-21,2023-08-02,2023-08-01,7,209,0,0,0,1,151.913623984942,-23.3108870070335,0,13
19700,"Infamis","22","WIL_23-050_14","Wilson Island Reef (23-050)","23-050",2023-07-21,2023-08-02,2023-08-01,7,266,0,0,0,1,151.911840994053,-23.3063750035219,0,14
19696,"Infamis","22","WIL_23-050_9","Wilson Island Reef (23-050)","23-050",2023-07-21,2023-08-02,2023-08-01,8,329,0,0,0,0,151.926222996977,-23.2997460031612,0,9
19693,"Infamis","22","WIL_23-050_5","Wilson Island Reef (23-050)","23-050",2023-07-21,2023-08-02,2023-08-01,3,187,0,0,0,0,151.914655982931,-23.3084703166786,0,5
19694,"Infamis","22","WIL_23-050_6","Wilson Island Reef (23-050)","23-050",2023-07-21,2023-08-02,2023-08-01,3,207,0,1,8,2,151.91395541577,-23.3037012582889,0,6
19692,"Infamis","22","WIL_23-050_7","Wilson Island Reef (23-050)","23-050",2023-07-21,2023-08-02,2023-07-31,2,189,0,0,0,0,151.917357191794,-23.2990200369839,0,7
19697,"Infamis","22","WIL_23-050_10","Wilson Island Reef (23-050)","23-050",2023-07-21,2023-08-02,2023-07-31,9,246,0,0,0,0,151.925263009909,-23.3049010052529,0,10
19695,"Infamis","22","WIL_23-050_8","Wilson Island Reef (23-050)","23-050",2023-07-21,2023-08-02,2023-07-31,7,252,0,0,0,1,151.921992000006,-23.2960600189933,0,8
19701,"Infamis","22","WIL_23-050_15","Wilson Island Reef (23-050)","23-050",2023-07-21,2023-08-02,2023-07-31,8,243,0,0,0,0,151.913127016327,-23.301595008289,0,15
19702,"Infamis","22","WIL_23-050_16","Wilson Island Reef (23-050)","23-050",2023-07-21,2023-08-02,2023-07-31,6,359,0,3,4,6,151.916797017109,-23.2977260124009,0,16
19714,"Capricorn Star","25","MOO_16-071_134","Moore Reef (16-071)","16-071",2023-07-25,2023-08-08,2023-07-31,1,200,0,0,0,0,146.196153910961,-16.8850926540679,0,134
19715,"Capricorn Star","25","MOO_16-071_134","Moore Reef (16-071)","16-071",2023-07-25,2023-08-08,2023-07-31,1,200,1,0,0,0,146.196153910961,-16.8850926540679,0,134
19716,"Capricorn Star","25","MOO_16-071_134","Moore Reef (16-071)","16-071",2023-07-25,2023-08-08,2023-07-31,1,350,1,3,0,0,146.196153910961,-16.8850926540679,0,134
19717,"Capricorn Star","25","MOO_16-071_134","Moore Reef (16-071)","16-071",2023-07-25,2023-08-08,2023-07-31,1,350,0,1,0,0,146.196153910961,-16.8850926540679,0,134
19710,"Capricorn Star","25","MOO_16-071_140","Moore Reef (16-071)","16-071",2023-07-25,2023-08-08,2023-07-30,1,200,0,1,0,0,146.214480894645,-16.865622526542,0,140
19711,"Capricorn Star","25","MOO_16-071_140","Moore Reef (16-071)","16-071",2023-07-25,2023-08-08,2023-07-30,1,350,0,0,0,0,146.214480894645,-16.865622526542,0,140
19712,"Capricorn Star","25","MOO_16-071_140","Moore Reef (16-071)","16-071",2023-07-25,2023-08-08,2023-07-30,1,350,0,0,0,0,146.214480894645,-16.865622526542,0,140
19713,"Capricorn Star","25","MOO_16-071_140","Moore Reef (16-071)","16-071",2023-07-25,2023-08-08,2023-07-30,1,350,0,1,0,0,146.214480894645,-16.865622526542,0,140
19691,"Infamis","22","WIL_23-050_4","Wilson Island Reef (23-050)","23-050",2023-07-21,2023-08-02,2023-07-30,8,267,0,0,0,0,151.917838378291,-23.3119382767564,0,4
19690,"Infamis","22","WIL_23-050_3","Wilson Island Reef (23-050)","23-050",2023-07-21,2023-08-02,2023-07-30,7,186,0,2,0,0,151.921246532239,-23.3081866053341,0,3
19674,"Flying Fish V","111","LAM_23-076_16","Lamont Reef (23-076)","23-076",2023-07-19,2023-07-31,2023-07-30,7,490,0,0,3,18,152.050293669482,-23.5921665265498,0,16
19673,"Flying Fish V","111","LAM_23-076_15","Lamont Reef (23-076)","23-076",2023-07-19,2023-07-31,2023-07-30,7,408,0,0,5,9,152.04578410354,-23.5943809331972,0,15
19672,"Flying Fish V","111","LAM_23-076_13","Lamont Reef (23-076)","23-076",2023-07-19,2023-07-31,2023-07-30,4,395,0,0,2,2,152.037454042885,-23.5996885786673,0,13
19669,"Flying Fish V","111","LAM_23-076_6","Lamont Reef (23-076)","23-076",2023-07-19,2023-07-31,2023-07-29,8,500,0,0,2,1,152.049451024915,-23.6032955529247,0,6
19670,"Flying Fish V","111","LAM_23-076_7","Lamont Reef (23-076)","23-076",2023-07-19,2023-07-31,2023-07-29,7,408,0,0,1,3,152.044593874931,-23.6052599422775,0,7
19671,"Flying Fish V","111","LAM_23-076_11","Lamont Reef (23-076)","23-076",2023-07-19,2023-07-31,2023-07-29,6,556,0,0,1,2,152.029717958416,-23.6065745571846,0,11
19668,"Flying Fish V","111","LAM_23-076_15","Lamont Reef (23-076)","23-076",2023-07-19,2023-07-31,2023-07-29,3,12,0,0,0,1,152.04578410354,-23.5943809331972,0,15
19687,"Infamis","22","SYK_23-054_6","Sykes Reef (23-054)","23-054",2023-07-21,2023-08-02,2023-07-29,9,374,0,0,0,0,152.048433453135,-23.4309142993278,0,6
19688,"Infamis","22","SYK_23-054_7","Sykes Reef (23-054)","23-054",2023-07-21,2023-08-02,2023-07-29,8,399,0,0,0,0,152.04301413029,-23.4313198126586,0,7
19689,"Infamis","22","SYK_23-054_9","Sykes Reef (23-054)","23-054",2023-07-21,2023-08-02,2023-07-29,12,363,0,1,0,0,152.038023015674,-23.4377401388826,0,9
19706,"Capricorn Star","25","MOO_16-071_139","Moore Reef (16-071)","16-071",2023-07-25,2023-08-08,2023-07-29,1,200,0,0,0,0,146.211037422455,-16.8685233594848,0,139
19707,"Capricorn Star","25","MOO_16-071_139","Moore Reef (16-071)","16-071",2023-07-25,2023-08-08,2023-07-29,1,350,0,0,0,0,146.211037422455,-16.8685233594848,0,139
19708,"Capricorn Star","25","MOO_16-071_139","Moore Reef (16-071)","16-071",2023-07-25,2023-08-08,2023-07-29,1,350,0,0,0,0,146.211037422455,-16.8685233594848,1,139
19709,"Capricorn Star","25","MOO_16-071_139","Moore Reef (16-071)","16-071",2023-07-25,2023-08-08,2023-07-29,1,350,0,0,0,0,146.211037422455,-16.8685233594848,1,139
19703,"Capricorn Star","25","MOO_16-071_138","Moore Reef (16-071)","16-071",2023-07-25,2023-08-08,2023-07-28,1,300,1,0,0,0,146.206368398833,-16.870869698442,0,138
19704,"Capricorn Star","25","MOO_16-071_138","Moore Reef (16-071)","16-071",2023-07-25,2023-08-08,2023-07-28,1,300,0,2,0,0,146.206368398833,-16.870869698442,0,138
19705,"Capricorn Star","25","MOO_16-071_138","Moore Reef (16-071)","16-071",2023-07-25,2023-08-08,2023-07-28,8,270,0,1,0,0,146.206368398833,-16.870869698442,0,138
19666,"Flying Fish V","111","WIS_23-053_3","Wistari Reef (23-053)","23-053",2023-07-19,2023-07-31,2023-07-28,7,157,0,0,0,0,151.912170751214,-23.45616729541,0,3
19667,"Flying Fish V","111","WIS_23-053_2","Wistari Reef (23-053)","23-053",2023-07-19,2023-07-31,2023-07-28,7,203,0,0,0,0,151.908826798111,-23.4529488455741,0,2
19665,"Flying Fish V","111","WIS_23-053_4","Wistari Reef (23-053)","23-053",2023-07-19,2023-07-31,2023-07-28,7,175,0,0,0,0,151.915294237053,-23.4597870262456,0,4
19684,"Infamis","22","SYK_23-054_15","Sykes Reef (23-054)","23-054",2023-07-21,2023-08-02,2023-07-28,6,342,0,0,3,1,152.025938016488,-23.4494946127236,0,15
19683,"Infamis","22","SYK_23-054_22","Sykes Reef (23-054)","23-054",2023-07-21,2023-08-02,2023-07-28,5,366,0,0,0,0,152.032772038427,-23.4182292726783,0,22
19685,"Infamis","22","SYK_23-054_16","Sykes Reef (23-054)","23-054",2023-07-21,2023-08-02,2023-07-28,5,282,0,0,0,1,152.024737600841,-23.4446899292392,0,16
19686,"Infamis","22","SYK_23-054_23","Sykes Reef (23-054)","23-054",2023-07-21,2023-08-02,2023-07-28,5,390,0,0,0,2,152.035712079342,-23.4141055677986,0,23
19664,"Flying Fish V","111","LAM_23-076_17","Lamont Reef (23-076)","23-076",2023-07-19,2023-07-31,2023-07-28,6,519,0,0,0,1,152.055323312193,-23.5901565400923,0,17
19662,"Flying Fish V","111","WIS_23-053_38","Wistari Reef (23-053)","23-053",2023-07-19,2023-07-31,2023-07-27,7,368,0,0,0,0,151.896854028998,-23.4509161078671,0,38
19663,"Flying Fish V","111","WIS_23-053_39","Wistari Reef (23-053)","23-053",2023-07-19,2023-07-31,2023-07-27,7,422,0,0,0,0,151.900936733542,-23.4498272290532,0,39
19661,"Flying Fish V","111","HER_23-052a_36","Heron Reef (23-052a)","23-052a",2023-07-19,2023-07-31,2023-07-27,9,375,1,2,1,0,151.92188530373,-23.4528764700062,0,36
19660,"Flying Fish V","111","HER_23-052a_38","Heron Reef (23-052a)","23-052a",2023-07-19,2023-07-31,2023-07-27,8,380,0,1,0,0,151.913934902075,-23.4477190051056,0,38
19657,"Flying Fish V","111","HER_23-052a_39","Heron Reef (23-052a)","23-052a",2023-07-19,2023-07-31,2023-07-26,2,244,0,0,0,3,151.910285387857,-23.4446929597777,0,39
19658,"Flying Fish V","111","HER_23-052a_40","Heron Reef (23-052a)","23-052a",2023-07-19,2023-07-31,2023-07-26,3,147,0,0,0,1,151.906340374245,-23.4419126598322,0,40
19659,"Flying Fish V","111","HER_23-052a_46","Heron Reef (23-052a)","23-052a",2023-07-19,2023-07-31,2023-07-26,6,437,1,0,0,0,151.92751538343,-23.4340792740658,0,46
19615,"Tura","116","EDD_17-047_27","Eddy Reef (17-047)","17-047",2023-07-18,2023-07-27,2023-07-25,1,250,1,1,0,0,146.448553342772,-17.7583074896333,0,27
19616,"Tura","116","EDD_17-047_27","Eddy Reef (17-047)","17-047",2023-07-18,2023-07-27,2023-07-25,1,250,0,0,0,0,146.448553342772,-17.7583074896333,0,27
19617,"Tura","116","EDD_17-047_27","Eddy Reef (17-047)","17-047",2023-07-18,2023-07-27,2023-07-25,1,250,2,0,0,0,146.448553342772,-17.7583074896333,0,27
19618,"Tura","116","EDD_17-047_27","Eddy Reef (17-047)","17-047",2023-07-18,2023-07-27,2023-07-25,1,250,0,1,0,0,146.448553342772,-17.7583074896333,0,27
