"COTS Surveillance Id","Tow time","Vessel","Voyage","Reef label","Reef name","Start lat","Start long","End lat","End long","Distance (m)","Average speed (km/h)","COTS observed","Feeding scars","Hard coral","Soft coral","Dead coral","Created on","Created by","Updated on","Updated by"
104992,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6403458,152.133422,-23.6399684,152.1314412,213,6.44,0,"a","2-","2+","1-",02/08/2022,"SIMMSR",,
104993,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6400372,152.1313202,-23.6392996,152.1296528,190.1,5.76,0,"a","2-","2-","1-",02/08/2022,"SIMMSR",,
104988,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6148739,152.1701464,-23.6136174,152.1707678,216.8,6.55,0,"a","1-","0","1-",02/08/2022,"SIMMSR",,
104990,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6136894,152.1706908,-23.6144002,152.1691099,196.7,5.94,0,"a","1-","0","1-",02/08/2022,"SIMMSR",,
104996,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6393028,152.1295324,-23.6390999,152.1276564,195.7,5.9,0,"a","2-","2-","1-",02/08/2022,"SIMMSR",,
104995,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6143784,152.1690194,-23.6139296,152.1673036,212.6,6.44,0,"a","1-","1-","1-",02/08/2022,"SIMMSR",,
105001,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6390832,152.1275828,-23.6373911,152.1278136,192.1,5.8,1,"a","1+","2-","1-",02/08/2022,"SIMMSR",,
105002,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6373336,152.1278412,-23.6356295,152.1284544,210.5,6.41,0,"a","2-","2-","1-",02/08/2022,"SIMMSR",,
104998,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6138912,152.1671406,-23.6140582,152.1652527,221.7,6.7,0,"a","1-","1-","1-",02/08/2022,"SIMMSR",,
105007,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6354801,152.1286338,-23.6340814,152.130091,220.2,6.23,0,"p","2-","1-","1-",02/08/2022,"SIMMSR",,
105000,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.614008300000002,152.1652625,-23.6124466,152.1654044,217.2,6.55,0,"a","1-","1-","1-",02/08/2022,"SIMMSR",,
105009,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6340086,152.130145,-23.632523,152.13120609999999,200.7,6.12,1,"a","2-","1-","1-",02/08/2022,"SIMMSR",,
105004,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6124111,152.1652692,-23.611127999999997,152.1641229,204.8,6.19,0,"a","1-","0","1-",02/08/2022,"SIMMSR",,
105006,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6111657,152.1640225,-23.6104735,152.1631977,209.9,6.34,0,"a","1-","1-","1+",02/08/2022,"SIMMSR",,
105017,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6323549,152.1312951,-23.631057900000002,152.1324457,202.5,6.12,1,"p","2-","1-","1-",02/08/2022,"SIMMSR",,
105019,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6308705,152.1324735,-23.6291718,152.1332922,208.1,6.3,0,"a","2-","1-","1-",02/08/2022,"SIMMSR",,
105010,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6103785,152.1632933,-23.6091114,152.1621881,219.1,6.62,0,"a","1+","1-","1-",02/08/2022,"SIMMSR",,
105012,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6090234,152.1620903,-23.6087651,152.160238,206.5,6.23,0,"a","1+","1-","1-",02/08/2022,"SIMMSR",,
105014,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6087517,152.1601335,-23.6093137,152.1585202,200.6,6.08,1,"a","2-","1+","1+",02/08/2022,"SIMMSR",,
105016,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6094943,152.15851,-23.6102852,152.1570454,217,6.55,0,"a","2-","1-","1-",02/08/2022,"SIMMSR",,
105029,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6289712,152.1333087,-23.6274059,152.1340596,197.7,5.98,0,"a","2-","1-","1-",02/08/2022,"SIMMSR",11/08/2022,"MOOREJ"
105033,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6272988,152.1341773,-23.6256258,152.1350906,208.4,6.3,0,"a","1+","1-","1-",02/08/2022,"SIMMSR",11/08/2022,"MOOREJ"
105034,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6254314,152.135188,-23.6238064,152.1363916,220.8,6.7,0,"a","2-","1-","1-",02/08/2022,"SIMMSR",10/08/2022,"MOOREJ"
105039,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6236719,152.1364868,-23.6222738,152.1379285,220.2,6.66,0,"a","1+","1-","1-",02/08/2022,"SIMMSR",11/08/2022,"MOOREJ"
105042,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.622083,152.1382427,-23.6206765,152.1395832,214.1,6.48,0,"a","2-","1-","1-",02/08/2022,"SIMMSR",11/08/2022,"MOOREJ"
105044,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6205336,152.1396738,-23.6189482,152.1406327,204.4,6.19,0,"a","1+","1-","1-",02/08/2022,"SIMMSR",11/08/2022,"MOOREJ"
105050,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6188244,152.1407303,-23.6176608,152.1423154,211.4,6.41,0,"a","2-","1-","1-",02/08/2022,"SIMMSR",10/08/2022,"MOOREJ"
104824,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6126087,152.1552878,-23.6139662,152.1543819,211.3,6.34,0,"p","2-","1-","1-",02/08/2022,"SIMMSR",,
105053,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6175695,152.1424547,-23.6166357,152.1441893,213.2,6.44,0,"a","2-","1-","1-",02/08/2022,"SIMMSR",10/08/2022,"MOOREJ"
104825,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6140259,152.1544498,-23.6154106,152.154327,205.6,6.23,0,"p","2-","1-","1-",02/08/2022,"SIMMSR",,
105056,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6165659,152.1443453,-23.6147284,152.1452442,227.5,6.88,0,"p","1+","1-","1-",02/08/2022,"SIMMSR",10/08/2022,"MOOREJ"
104826,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6156004,152.1544138,-23.6154079,152.1561205,198.8,6.01,0,"a","2-","1-","1-",02/08/2022,"SIMMSR",,
105058,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.614552,152.1453638,-23.6130018,152.1464968,214,6.48,0,"a","2+","1-","1-",02/08/2022,"SIMMSR",11/08/2022,"MOOREJ"
104827,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6154811,152.1562297,-23.6167967,152.1552242,201.5,6.08,0,"a","2-","1-","1-",02/08/2022,"SIMMSR",,
105061,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6128395,152.1466438,-23.6113352,152.1479532,217.9,6.59,0,"a","2-","1-","1-",02/08/2022,"SIMMSR",11/08/2022,"MOOREJ"
105064,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6110905,152.1480456,-23.6097804,152.149537,220.4,6.66,0,"p","1+","1-","1-",02/08/2022,"SIMMSR",11/08/2022,"MOOREJ"
104828,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6168821,152.1552676,-23.6180434,152.1540309,212.3,6.41,0,"a","2+","1-","1-",02/08/2022,"SIMMSR",,
104829,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6180921,152.1540003,-23.6170845,152.1542849,206.8,6.26,0,"a","1+","1-","1-",02/08/2022,"SIMMSR",,
105066,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6097038,152.1496936,-23.6087794,152.1512999,198.3,6.01,0,"a","1+","1-","1-",02/08/2022,"SIMMSR",11/08/2022,"MOOREJ"
104830,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6169402,152.1543421,-23.6169584,152.1539784,215.6,6.52,0,"a","1+","1-","1-",02/08/2022,"SIMMSR",,
105073,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6086511,152.1514398,-23.6081556,152.1533191,208.2,6.3,0,"p","2-","1-","1-",02/08/2022,"SIMMSR",11/08/2022,"MOOREJ"
104831,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6169949,152.1538791,-23.6160621,152.1529483,208.8,6.3,0,"a","1+","1-","1-",02/08/2022,"SIMMSR",,
105075,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6079434,152.153542,-23.6073185,152.1554006,208.3,6.3,0,"a","2+","1-","1-",02/08/2022,"SIMMSR",11/08/2022,"MOOREJ"
104832,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6159842,152.1530104,-23.6154562,152.154585,209.9,6.34,0,"a","1+","0","0",02/08/2022,"SIMMSR",,
105078,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6072619,152.1556781,-23.6087784,152.1567114,207.7,6.3,1,"a","1+","1-","1-",02/08/2022,"SIMMSR",11/08/2022,"MOOREJ"
104833,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6153795,152.1546127,-23.6139822,152.1544363,212.1,6.41,0,"a","1+","1-","1-",02/08/2022,"SIMMSR",,
104834,26/07/2022,"Blue Planet Marine Voyages","88","23-077","Fitzroy Reef (23-077)",-23.6138353,152.1545192,-23.6126131,152.1550721,204.2,6.19,0,"a","1-","0","1-",02/08/2022,"SIMMSR",,
105023,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.79542,152.2999991,-23.7954462,152.2979692,214.3,6.48,0,"a","2+","1+","0",02/08/2022,"SIMMSR",,
105025,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.7953849,152.2978597,-23.7962414,152.2960687,210.8,6.37,0,"a","2+","1-","0",02/08/2022,"SIMMSR",,
104836,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.7954557,152.3006454,-23.7964825,152.3021897,211,6.37,0,"a","2-","1-","1-",02/08/2022,"SIMMSR",,
105030,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.7961923,152.2960012,-23.797511,152.2948928,203.7,6.16,0,"a","2+","1+","0",02/08/2022,"SIMMSR",,
104837,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.7965279,152.3023461,-23.7977052,152.30380830000001,200.7,6.08,0,"a","2+","1-","1-",02/08/2022,"SIMMSR",,
104838,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.7978849,152.3039382,-23.7993052,152.305298,214.6,6.48,0,"a","3-","1-","1-",02/08/2022,"SIMMSR",,
105032,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.7975799,152.2947821,-23.799011,152.2936214,203.9,6.16,0,"a","3-","1-","0",02/08/2022,"SIMMSR",,
105035,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.7989814,152.2934825,-23.8004009,152.2922172,208.1,6.3,0,"p","2-","1-","0",02/08/2022,"SIMMSR",,
104839,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.7994617,152.3054109,-23.8011381,152.3058689,196.7,5.94,0,"a","2+","1-","1-",02/08/2022,"SIMMSR",,
104840,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.8012725,152.3059179,-23.802785999999998,152.3060173,178.5,5.44,0,"a","2-","1-","0",02/08/2022,"SIMMSR",,
105038,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.8004083,152.2921335,-23.8016374,152.2908753,192.9,5.83,0,"a","2-","1-","0",02/08/2022,"SIMMSR",,
105041,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.8016925,152.2906307,-23.8025201,152.2888435,206.9,6.26,0,"a","2-","1-","0",02/08/2022,"SIMMSR",,
104841,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.8029558,152.3059866,-23.8045115,152.3058202,191.4,5.76,0,"a","2-","0","0",02/08/2022,"SIMMSR",,
105045,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.802488,152.2887762,-23.8037409,152.2874474,196.4,5.98,0,"a","1+","1-","0",02/08/2022,"SIMMSR",,
104842,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.804638,152.3057719,-23.805722,152.3049236,153.3,4.64,0,"a","1+","0","1-",02/08/2022,"SIMMSR",,
105046,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.8037344,152.2872918,-23.8051752,152.2860665,207.4,6.26,0,"a","1+","1-","0",02/08/2022,"SIMMSR",,
104843,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.8057875,152.3048906,-23.8069634,152.3038881,173.4,5.22,0,"a","2-","1-","1-",02/08/2022,"SIMMSR",,
105049,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.8051809,152.28593999999998,-23.8067704,152.285022,204.6,6.19,0,"a","1+","1-","0",02/08/2022,"SIMMSR",,
104844,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.8070695,152.3038011,-23.8080564,152.3026805,173.4,5.22,0,"a","2+","0","1-",02/08/2022,"SIMMSR",,
105052,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.8068168,152.2849286,-23.8080307,152.2836573,192.9,5.83,0,"a","2-","1-","0",02/08/2022,"SIMMSR",,
105054,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.8080427,152.2836549,-23.8097729,152.2837311,200.3,6.12,0,"a","2-","1-","0",02/08/2022,"SIMMSR",,
108346,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.8081582,152.3025992,-23.8092192,152.3013437,182.7,5.47,0,"a","2+","1-","1-",27/09/2022,"DATA_MIGRATION",,
105059,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.8098094,152.2837552,-23.811481,152.283782,195.7,5.9,0,"a","2-","1-","0",02/08/2022,"SIMMSR",,
104845,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.8093345,152.3011056,-23.8102892,152.2996914,189.1,5.69,0,"a","3-","1+","1-",02/08/2022,"SIMMSR",,
104846,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.8104221,152.2995794,-23.811259,152.2980581,187.5,5.65,0,"a","2+","1+","1-",02/08/2022,"SIMMSR",,
105062,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.8114754,152.2838774,-23.8129232,152.2848487,204.7,6.19,0,"a","1+","1+","0",02/08/2022,"SIMMSR",,
108515,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.812915999999998,152.2849551,-23.8139038,152.2862924,194.1,5.87,0,"a","1+","1+","0",27/09/2022,"DATA_MIGRATION",,
104847,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.8113749,152.2979137,-23.8122214,152.2964834,186.9,5.44,0,"a","2+","1+","1-",02/08/2022,"SIMMSR",,
108456,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.8122372,152.296327,-23.8128819,152.2946966,191.9,5.36,0,"a","2+","1+","1-",27/09/2022,"DATA_MIGRATION",,
104848,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.8130013,152.2945805,-23.8135584,152.2930465,177.2,5.33,0,"a","2+","2-","1-",02/08/2022,"SIMMSR",,
104849,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.8136797,152.293013,-23.8139881,152.2912631,193.8,5.83,0,"a","2+","1+","0",02/08/2022,"SIMMSR",,
104850,28/07/2022,"Blue Planet Marine Voyages","88","23-080","Hoskyn Islands Reef (23-080)",-23.8140553,152.2911877,-23.8146053,152.2899438,164.9,5,0,"a","1+","1-","0",02/08/2022,"SIMMSR",,
105079,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8480173,152.3806874,-23.8491867,152.382035,195.4,5.9,0,"a","3-","1-","1-",02/08/2022,"SIMMSR",,
108087,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8491961,152.3821697,-23.8504651,152.3834595,199.5,6.01,0,"a","3+","1-","1-",27/09/2022,"DATA_MIGRATION",,
105020,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8478825,152.3801646,-23.8477029,152.3781253,212.1,6.41,0,"a","2-","1-","0",02/08/2022,"SIMMSR",,
105086,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8505212,152.3836182,-23.8519424,152.3845356,189.7,5.72,0,"a","3+","1-","1-",02/08/2022,"SIMMSR",,
105022,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8476146,152.3779759,-23.8474916,152.3759561,209.1,6.34,0,"a","3-","1-","0",02/08/2022,"SIMMSR",,
108455,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8520496,152.3845946,-23.8538009,152.3849454,204.7,6.19,0,"a","4-","1-","1-",27/09/2022,"DATA_MIGRATION",,
105026,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8474367,152.3756955,-23.8475951,152.3737108,206,6.23,0,"a","3-","1-","0",02/08/2022,"SIMMSR",,
108344,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.853951,152.3849404,-23.8557221,152.3846694,204.5,6.16,0,"a","3-","1-","1-",27/09/2022,"DATA_MIGRATION",,
105028,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8475949,152.3736079,-23.8480827,152.3718719,202.2,6.12,0,"a","2+","1-","0",02/08/2022,"SIMMSR",,
108088,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8558282,152.3846191,-23.8573668,152.3840095,198.3,6.01,0,"a","3+","1-","1-",27/09/2022,"DATA_MIGRATION",,
105031,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.848036999999998,152.37169,-23.8489256,152.3701678,200,6.12,0,"a","3-","1-","0",02/08/2022,"SIMMSR",,
105036,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.848914100000002,152.3700411,-23.850262700000002,152.3688563,198.8,6.05,0,"a","2+","1-","0",02/08/2022,"SIMMSR",,
108276,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8575078,152.3839423,-23.8591959,152.3831602,212.9,6.44,0,"a","4-","1-","1-",27/09/2022,"DATA_MIGRATION",,
108345,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8592126,152.3831057,-23.8605587,152.3819238,205.5,6.23,0,"a","3+","1-","1-",27/09/2022,"DATA_MIGRATION",,
105037,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8502936,152.3687888,-23.8517756,152.3677288,201.1,6.12,0,"a","2+","1-","0",02/08/2022,"SIMMSR",,
105092,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8606284,152.3817352,-23.8619166,152.3804436,199.4,6.05,0,"a","4-","1-","1-",02/08/2022,"SIMMSR",,
105040,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8518211,152.3676716,-23.8535303,152.3666773,220.3,6.66,0,"a","2+","1-","0",02/08/2022,"SIMMSR",,
105043,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8535292,152.3665089,-23.8551482,152.3656396,213.3,6.44,0,"a","1+","1-","0",02/08/2022,"SIMMSR",,
108089,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8620548,152.3802479,-23.8633498,152.3788047,217.4,6.59,0,"a","3-","1-","1-",27/09/2022,"DATA_MIGRATION",,
108090,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8634037,152.3786881,-23.8646795,152.3772775,211.2,6.37,0,"a","2+","1-","1-",27/09/2022,"DATA_MIGRATION",,
105047,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8552121,152.365598,-23.857044600000002,152.3648971,217.9,6.59,0,"a","2-","1-","0",02/08/2022,"SIMMSR",,
105158,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8571151,152.364811,-23.8588424,152.3641652,211.5,6.41,0,"a","1-","1-","0",02/08/2022,"SIMMSR",,
105099,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8648117,152.3770464,-23.8658293,152.3753136,213.6,6.48,0,"a","2+","2-","1-",02/08/2022,"SIMMSR",,
105159,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8589444,152.36405200000002,-23.8605736,152.3633066,200.1,6.05,0,"a","1+","1-","0",02/08/2022,"SIMMSR",,
105102,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.865978,152.3751044,-23.8668789,152.3732745,215.7,6.48,0,"a","3-","1-","1-",02/08/2022,"SIMMSR",,
105105,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.866947,152.3728446,-23.8676636,152.3708668,219.1,6.62,0,"a","3-","1+","1-",02/08/2022,"SIMMSR",,
105048,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8606201,152.36316499999998,-23.8621621,152.3619763,214,6.48,0,"a","2-","1-","0",02/08/2022,"SIMMSR",,
105051,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8622022,152.3619055,-23.8636461,152.3605721,215,6.52,0,"a","2+","1-","0",02/08/2022,"SIMMSR",,
105107,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.867773,152.3705611,-23.868530999999997,152.3684538,232.5,7.06,0,"a","2-","2-","1-",02/08/2022,"SIMMSR",,
105055,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8636808,152.3605064,-23.8649443,152.3592272,203,6.16,0,"a","2+","1-","0",02/08/2022,"SIMMSR",,
105110,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8686493,152.3682095,-23.8692373,152.3660097,235.7,7.13,0,"a","2-","2+","1-",02/08/2022,"SIMMSR",,
105057,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8650036,152.3591167,-23.8667506,152.3590978,200.5,6.12,0,"a","3-","1-","0",02/08/2022,"SIMMSR",,
105113,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8692821,152.3656524,-23.8696835,152.3635923,219.7,6.66,0,"a","2-","3-","1-",02/08/2022,"SIMMSR",,
105060,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8668808,152.3591658,-23.8687382,152.359524,212,6.41,0,"a","2+","1-","0",02/08/2022,"SIMMSR",,
105116,28/07/2022,"Blue Planet Marine Voyages","88","23-081","Fairfax Islands Reef (23-081)",-23.8697461,152.3631828,-23.8698676,152.36093499999998,232.6,7.02,0,"a","2+","3-","1-",02/08/2022,"SIMMSR",,
104851,29/07/2022,"Blue Planet Marine Voyages","88","23-082a","Lady Musgrave Reef (23-082a)",-23.8948049,152.4105906,-23.8932746,152.4094988,208.7,6.37,0,"p","2-","1-","1-",02/08/2022,"SIMMSR",,
104852,29/07/2022,"Blue Planet Marine Voyages","88","23-082a","Lady Musgrave Reef (23-082a)",-23.8930614,152.4093738,-23.8924178,152.4076895,201.5,6.08,3,"c","3-","1-","1-",02/08/2022,"SIMMSR",,
105063,29/07/2022,"Blue Planet Marine Voyages","88","23-082a","Lady Musgrave Reef (23-082a)",-23.8943773,152.4102586,-23.8953388,152.4088635,200.9,6.08,0,"a","2+","1-","0",02/08/2022,"SIMMSR",,
105065,29/07/2022,"Blue Planet Marine Voyages","88","23-082a","Lady Musgrave Reef (23-082a)",-23.895443,152.4087821,-23.896074,152.4073483,206.2,6.23,0,"a","3-","1-","0",02/08/2022,"SIMMSR",,
104853,29/07/2022,"Blue Planet Marine Voyages","88","23-082a","Lady Musgrave Reef (23-082a)",-23.8923983,152.4075206,-23.8932981,152.4059534,197.5,5.98,0,"p","4-","1-","1-",02/08/2022,"SIMMSR",,
104854,29/07/2022,"Blue Planet Marine Voyages","88","23-082a","Lady Musgrave Reef (23-082a)",-23.8932933,152.405789,-23.8946108,152.4046878,212.3,6.41,0,"a","4+","1-","1-",02/08/2022,"SIMMSR",,
105067,29/07/2022,"Blue Planet Marine Voyages","88","23-082a","Lady Musgrave Reef (23-082a)",-23.8959416,152.4071931,-23.8965924,152.4058328,210.3,6.37,0,"p","2-","1-","0",02/08/2022,"SIMMSR",,
