Capture ID,Vessel,Voyage,Site Name,Reef Name,Reef ID,Voyage Start,Voyage End,Survey Date,Depth (meters),Bottomtime,Cohort 1 (<15cm),Cohort2 (15-25cm),Cohort3 (25-40cm),Cohort4 (>40cm),Longitude,Latitude
2,Venus,52,ARL_16-064_83,Arlington Reef (16-064),16-064,11/Dec/2018 12:00:00 AM,22/Dec/2018 12:00:00 AM,20/Dec/2018 12:00:00 AM,1,320,0,0,0,0,146.0327694,-16.70828891
3,Venus,57,EDD_17-047_21,Eddy Reef (17-047),17-047,19/Feb/2019 12:00:00 AM,28/Feb/2019 12:00:00 AM,26/Feb/2019 12:00:00 AM,1,240,0,0,0,0,146.4324388,-17.77400504
4,Venus,57,EDD_17-047_22,Eddy Reef (17-047),17-047,19/Feb/2019 12:00:00 AM,28/Feb/2019 12:00:00 AM,26/Feb/2019 12:00:00 AM,1,240,0,0,0,0,146.4375578,-17.77264863
5,Venus,57,EDD_17-047_23,Eddy Reef (17-047),17-047,19/Feb/2019 12:00:00 AM,28/Feb/2019 12:00:00 AM,26/Feb/2019 12:00:00 AM,1,240,0,0,0,0,146.4418958,-17.77172388
6,Venus,57,EDD_17-047_25,Eddy Reef (17-047),17-047,19/Feb/2019 12:00:00 AM,28/Feb/2019 12:00:00 AM,26/Feb/2019 12:00:00 AM,1,240,0,0,0,0,146.4456931,-17.76633898
7,Venus,57,EDD_17-047_18,Eddy Reef (17-047),17-047,19/Feb/2019 12:00:00 AM,28/Feb/2019 12:00:00 AM,27/Feb/2019 12:00:00 AM,1,240,0,0,0,0,146.4267365,-17.78200377
8,Venus,57,EDD_17-047_20,Eddy Reef (17-047),17-047,19/Feb/2019 12:00:00 AM,28/Feb/2019 12:00:00 AM,27/Feb/2019 12:00:00 AM,1,240,0,0,0,0,146.427199,-17.77534875
9,Venus,58,EDD_17-047_14,Eddy Reef (17-047),17-047,05/Mar/2019 12:00:00 AM,14/Mar/2019 12:00:00 AM,07/Mar/2019 12:00:00 AM,1,200,0,0,0,0,146.4316025,-17.78166737
10,Venus,58,EDD_17-047_15,Eddy Reef (17-047),17-047,05/Mar/2019 12:00:00 AM,14/Mar/2019 12:00:00 AM,07/Mar/2019 12:00:00 AM,1,200,0,0,0,0,146.4346147,-17.77941561
11,Venus,58,EDD_17-047_16,Eddy Reef (17-047),17-047,05/Mar/2019 12:00:00 AM,14/Mar/2019 12:00:00 AM,07/Mar/2019 12:00:00 AM,1,200,0,0,0,0,146.4339191,-17.77746553
12,Venus,58,EDD_17-047_17,Eddy Reef (17-047),17-047,05/Mar/2019 12:00:00 AM,14/Mar/2019 12:00:00 AM,07/Mar/2019 12:00:00 AM,1,200,0,0,0,0,146.4307045,-17.77906186
13,Venus,60,EDD_17-047_17,Eddy Reef (17-047),17-047,02/Apr/2019 12:00:00 AM,11/Apr/2019 12:00:00 AM,06/Apr/2019 12:00:00 AM,1,240,0,0,0,0,146.4307045,-17.77906186
14,Venus,60,EDD_17-047_28,Eddy Reef (17-047),17-047,02/Apr/2019 12:00:00 AM,11/Apr/2019 12:00:00 AM,06/Apr/2019 12:00:00 AM,1,240,0,0,0,0,146.4436482,-17.76490613
15,Venus,60,EDD_17-047_18,Eddy Reef (17-047),17-047,02/Apr/2019 12:00:00 AM,11/Apr/2019 12:00:00 AM,07/Apr/2019 12:00:00 AM,1,240,0,0,0,0,146.4267365,-17.78200377
16,Venus,61,EDD_17-047_23,Eddy Reef (17-047),17-047,16/Apr/2019 12:00:00 AM,25/Apr/2019 12:00:00 AM,24/Apr/2019 12:00:00 AM,1,280,0,0,0,0,146.4418958,-17.77172388
17,Venus,67,STC_16-019_31,St Crispin Reef (16-019),16-019,09/Jul/2019 12:00:00 AM,18/Jul/2019 12:00:00 AM,13/Jul/2019 12:00:00 AM,1,280,0,0,0,0,145.8521646,-16.09446387
18,Venus,67,STC_16-019_32,St Crispin Reef (16-019),16-019,09/Jul/2019 12:00:00 AM,18/Jul/2019 12:00:00 AM,13/Jul/2019 12:00:00 AM,1,280,0,0,0,0,145.8510792,-16.09031663
19,Venus,71,TON_16-026_147,Tongue Reef (16-026),16-026,17/Sep/2019 12:00:00 AM,26/Sep/2019 12:00:00 AM,25/Sep/2019 12:00:00 AM,1,280,0,0,0,0,145.8235602,-16.36866562
20,Venus,72,TON_16-026_223,Tongue Reef (16-026),16-026,01/Oct/2019 12:00:00 AM,10/Oct/2019 12:00:00 AM,02/Oct/2019 12:00:00 AM,1,137,0,0,0,0,145.8281585,-16.35816797
21,Venus,72,TON_16-026_223,Tongue Reef (16-026),16-026,01/Oct/2019 12:00:00 AM,10/Oct/2019 12:00:00 AM,02/Oct/2019 12:00:00 AM,1,160,0,0,0,0,145.8281585,-16.35816797
22,Venus,72,TON_16-026_224,Tongue Reef (16-026),16-026,01/Oct/2019 12:00:00 AM,10/Oct/2019 12:00:00 AM,02/Oct/2019 12:00:00 AM,1,127,0,0,0,0,145.8300066,-16.36187485
23,Venus,72,TON_16-026_224,Tongue Reef (16-026),16-026,01/Oct/2019 12:00:00 AM,10/Oct/2019 12:00:00 AM,02/Oct/2019 12:00:00 AM,1,160,0,0,0,0,145.8300066,-16.36187485
24,Venus,72,TON_16-026_222,Tongue Reef (16-026),16-026,01/Oct/2019 12:00:00 AM,10/Oct/2019 12:00:00 AM,03/Oct/2019 12:00:00 AM,1,133,0,0,0,0,145.8251729,-16.35461904
25,Venus,72,TON_16-026_279,Tongue Reef (16-026),16-026,01/Oct/2019 12:00:00 AM,10/Oct/2019 12:00:00 AM,04/Oct/2019 12:00:00 AM,1,160,0,0,0,0,145.7450924,-16.32664963
26,Venus,73,CAI_15-086_42,Cairns Reef (15-086),15-086,15/Oct/2019 12:00:00 AM,24/Oct/2019 12:00:00 AM,20/Oct/2019 12:00:00 AM,1,200,0,0,0,0,145.4888827,-15.63089468
27,Venus,75,RIB_15-050_24,Ribbon No 3 Reef (15-050),15-050,12/Nov/2019 12:00:00 AM,21/Nov/2019 12:00:00 AM,19/Nov/2019 12:00:00 AM,1,240,0,0,0,0,145.8048027,-15.47966939
28,Venus,75,RIB_15-050_25,Ribbon No 3 Reef (15-050),15-050,12/Nov/2019 12:00:00 AM,21/Nov/2019 12:00:00 AM,19/Nov/2019 12:00:00 AM,1,240,0,0,0,0,145.802434,-15.47757351
29,Venus,76,EMI_15-082_19,Emily Reef (15-082),15-082,26/Nov/2019 12:00:00 AM,05/Dec/2019 12:00:00 AM,02/Dec/2019 12:00:00 AM,1,243,0,0,0,0,145.6009466,-15.6082681
30,Venus,76,EMI_15-082_19,Emily Reef (15-082),15-082,26/Nov/2019 12:00:00 AM,05/Dec/2019 12:00:00 AM,02/Dec/2019 12:00:00 AM,1,280,0,0,0,0,145.6009466,-15.6082681
31,Venus,76,LAR_15-033_14,Lark Reef (15-033),15-033,26/Nov/2019 12:00:00 AM,05/Dec/2019 12:00:00 AM,04/Dec/2019 12:00:00 AM,1,247,0,0,0,0,145.5797065,-15.27348722
32,Venus,76,LAR_15-033_37,Lark Reef (15-033),15-033,26/Nov/2019 12:00:00 AM,05/Dec/2019 12:00:00 AM,04/Dec/2019 12:00:00 AM,1,250,0,0,0,0,145.6388362,-15.28034508
33,Venus,76,LAR_15-033_37,Lark Reef (15-033),15-033,26/Nov/2019 12:00:00 AM,05/Dec/2019 12:00:00 AM,04/Dec/2019 12:00:00 AM,1,280,0,0,0,0,145.6388362,-15.28034508
34,Venus,79,RIB_14-154_22,Ribbon No 9 Reef (14-154),14-154,07/Jan/2020 12:00:00 AM,17/Jan/2020 12:00:00 AM,11/Jan/2020 12:00:00 AM,1,252,0,0,0,0,145.7016214,-15.00935707
35,Venus,82,BAT_16-029_17,Batt Reef (16-029),16-029,18/Feb/2020 12:00:00 AM,27/Feb/2020 12:00:00 AM,22/Feb/2020 12:00:00 AM,1,217,0,0,0,0,145.769618,-16.37961721
36,Venus,82,BAT_16-029_18,Batt Reef (16-029),16-029,18/Feb/2020 12:00:00 AM,27/Feb/2020 12:00:00 AM,22/Feb/2020 12:00:00 AM,1,207,0,0,0,0,145.7742547,-16.38029301
37,Venus,83,LIZ_14-116a_33,Lizard Island Reef (North West) (14-116a),14-116a,03/Mar/2020 12:00:00 AM,12/Mar/2020 12:00:00 AM,06/Mar/2020 12:00:00 AM,1,245,0,0,0,0,145.4511294,-14.65885597
38,Venus,83,LIZ_14-116a_33,Lizard Island Reef (North West) (14-116a),14-116a,03/Mar/2020 12:00:00 AM,12/Mar/2020 12:00:00 AM,06/Mar/2020 12:00:00 AM,1,280,0,0,0,0,145.4511294,-14.65885597
39,Venus,83,LIZ_14-116a_30,Lizard Island Reef (North West) (14-116a),14-116a,03/Mar/2020 12:00:00 AM,12/Mar/2020 12:00:00 AM,07/Mar/2020 12:00:00 AM,1,240,0,0,0,0,145.4430501,-14.66548629
40,Venus,83,LIZ_14-116a_31,Lizard Island Reef (North West) (14-116a),14-116a,03/Mar/2020 12:00:00 AM,12/Mar/2020 12:00:00 AM,07/Mar/2020 12:00:00 AM,1,240,0,0,0,0,145.4469289,-14.66400867
41,Venus,83,LIZ_14-116a_31,Lizard Island Reef (North West) (14-116a),14-116a,03/Mar/2020 12:00:00 AM,12/Mar/2020 12:00:00 AM,07/Mar/2020 12:00:00 AM,1,280,0,0,0,0,145.4469289,-14.66400867
42,Venus,83,LIZ_14-116a_32,Lizard Island Reef (North West) (14-116a),14-116a,03/Mar/2020 12:00:00 AM,12/Mar/2020 12:00:00 AM,07/Mar/2020 12:00:00 AM,1,245,0,0,0,0,145.4501762,-14.66207034
43,Venus,83,LIZ_14-116d_28,Lizard Island Reef (Lagoon) (14-116d),14-116d,03/Mar/2020 12:00:00 AM,12/Mar/2020 12:00:00 AM,08/Mar/2020 12:00:00 AM,1,240,0,0,0,0,145.4404472,-14.67254891
44,Venus,84,ARL_16-064_101,Arlington Reef (16-064),16-064,17/Mar/2020 12:00:00 AM,26/Mar/2020 12:00:00 AM,22/Mar/2020 12:00:00 AM,1,244,0,0,0,0,146.0916659,-16.66997826
45,Venus,84,ARL_16-064_101,Arlington Reef (16-064),16-064,17/Mar/2020 12:00:00 AM,26/Mar/2020 12:00:00 AM,22/Mar/2020 12:00:00 AM,1,280,0,0,0,0,146.0916659,-16.66997826
46,Venus,84,ARL_16-064_102,Arlington Reef (16-064),16-064,17/Mar/2020 12:00:00 AM,26/Mar/2020 12:00:00 AM,22/Mar/2020 12:00:00 AM,1,240,0,0,0,0,146.0911012,-16.66552246
47,Venus,84,ARL_16-064_102,Arlington Reef (16-064),16-064,17/Mar/2020 12:00:00 AM,26/Mar/2020 12:00:00 AM,22/Mar/2020 12:00:00 AM,1,278,0,0,0,0,146.0911012,-16.66552246
48,Venus,84,ARL_16-064_100,Arlington Reef (16-064),16-064,17/Mar/2020 12:00:00 AM,26/Mar/2020 12:00:00 AM,23/Mar/2020 12:00:00 AM,1,240,0,0,0,0,146.0906095,-16.67445629
49,Venus,84,ARL_16-064_100,Arlington Reef (16-064),16-064,17/Mar/2020 12:00:00 AM,26/Mar/2020 12:00:00 AM,23/Mar/2020 12:00:00 AM,1,268,0,0,0,0,146.0906095,-16.67445629
50,Venus,84,ARL_16-064_99,Arlington Reef (16-064),16-064,17/Mar/2020 12:00:00 AM,26/Mar/2020 12:00:00 AM,23/Mar/2020 12:00:00 AM,1,240,0,0,0,0,146.0895963,-16.67887363
51,Venus,84,ARL_16-064_99,Arlington Reef (16-064),16-064,17/Mar/2020 12:00:00 AM,26/Mar/2020 12:00:00 AM,23/Mar/2020 12:00:00 AM,1,280,0,0,0,0,146.0895963,-16.67887363
52,Venus,84,ARL_16-064_83,Arlington Reef (16-064),16-064,17/Mar/2020 12:00:00 AM,26/Mar/2020 12:00:00 AM,24/Mar/2020 12:00:00 AM,1,251,0,0,0,0,146.0327694,-16.70828891
53,Venus,84,ARL_16-064_84,Arlington Reef (16-064),16-064,17/Mar/2020 12:00:00 AM,26/Mar/2020 12:00:00 AM,24/Mar/2020 12:00:00 AM,1,244,0,0,0,0,146.0368578,-16.70916224
54,Venus,84,ARL_16-064_84,Arlington Reef (16-064),16-064,17/Mar/2020 12:00:00 AM,26/Mar/2020 12:00:00 AM,24/Mar/2020 12:00:00 AM,1,280,0,0,0,0,146.0368578,-16.70916224
55,Venus,84,ARL_16-064_81,Arlington Reef (16-064),16-064,17/Mar/2020 12:00:00 AM,26/Mar/2020 12:00:00 AM,25/Mar/2020 12:00:00 AM,1,245,0,0,0,0,146.0257756,-16.70329513
56,Venus,84,ARL_16-064_81,Arlington Reef (16-064),16-064,17/Mar/2020 12:00:00 AM,26/Mar/2020 12:00:00 AM,25/Mar/2020 12:00:00 AM,1,280,0,0,0,0,146.0257756,-16.70329513
57,Venus,84,ARL_16-064_82,Arlington Reef (16-064),16-064,17/Mar/2020 12:00:00 AM,26/Mar/2020 12:00:00 AM,25/Mar/2020 12:00:00 AM,1,250,0,0,0,0,146.029192,-16.70619731
58,Venus,84,ARL_16-064_82,Arlington Reef (16-064),16-064,17/Mar/2020 12:00:00 AM,26/Mar/2020 12:00:00 AM,25/Mar/2020 12:00:00 AM,1,280,0,0,0,0,146.029192,-16.70619731
59,Venus,86,LEN_15-085_14,Lena Reef (15-085),15-085,14/Apr/2020 12:00:00 AM,23/Apr/2020 12:00:00 AM,21/Apr/2020 12:00:00 AM,1,175,0,0,0,0,145.8089904,-15.65004351
60,Venus,86,LEN_15-085_14,Lena Reef (15-085),15-085,14/Apr/2020 12:00:00 AM,23/Apr/2020 12:00:00 AM,21/Apr/2020 12:00:00 AM,1,200,0,0,0,0,145.8089904,-15.65004351
61,Venus,86,RUB_15-088_29,Ruby Reef (15-088),15-088,14/Apr/2020 12:00:00 AM,23/Apr/2020 12:00:00 AM,22/Apr/2020 12:00:00 AM,1,173,0,0,0,0,145.7832201,-15.74361933
62,Venus,86,RUB_15-088_30,Ruby Reef (15-088),15-088,14/Apr/2020 12:00:00 AM,23/Apr/2020 12:00:00 AM,22/Apr/2020 12:00:00 AM,1,168,0,0,0,0,145.7798325,-15.74016408
63,Venus,86,RUB_15-088_30,Ruby Reef (15-088),15-088,14/Apr/2020 12:00:00 AM,23/Apr/2020 12:00:00 AM,22/Apr/2020 12:00:00 AM,1,200,0,0,0,0,145.7798325,-15.74016408
64,Venus,87,AGI_15-099c_12,Agincourt Reefs (No 1) (15-099c),15-099c,28/Apr/2020 12:00:00 AM,07/May/2020 12:00:00 AM,02/May/2020 12:00:00 AM,1,320,0,0,0,0,145.8660387,-16.04682726
65,Venus,87,AGI_15-099c_13,Agincourt Reefs (No 1) (15-099c),15-099c,28/Apr/2020 12:00:00 AM,07/May/2020 12:00:00 AM,02/May/2020 12:00:00 AM,1,320,0,0,0,0,145.8643276,-16.04259643
66,Venus,88,AGI_15-099a_21,Agincourt Reefs (No 3) (15-099a),15-099a,12/May/2020 12:00:00 AM,21/May/2020 12:00:00 AM,20/May/2020 12:00:00 AM,1,204,0,0,0,0,145.8254238,-15.98703013
67,Venus,88,AGI_15-099a_21,Agincourt Reefs (No 3) (15-099a),15-099a,12/May/2020 12:00:00 AM,21/May/2020 12:00:00 AM,20/May/2020 12:00:00 AM,1,240,0,0,0,0,145.8254238,-15.98703013
68,Venus,88,AGI_15-099a_22,Agincourt Reefs (No 3) (15-099a),15-099a,12/May/2020 12:00:00 AM,21/May/2020 12:00:00 AM,20/May/2020 12:00:00 AM,1,209,0,0,0,0,145.8236382,-15.98297882
69,Venus,88,AGI_15-099a_22,Agincourt Reefs (No 3) (15-099a),15-099a,12/May/2020 12:00:00 AM,21/May/2020 12:00:00 AM,20/May/2020 12:00:00 AM,1,240,0,0,0,0,145.8236382,-15.98297882
70,Venus,89,LIZ_14-116d_25,Lizard Island Reef (Lagoon) (14-116d),14-116d,26/May/2020 12:00:00 AM,04/Jun/2020 12:00:00 AM,01/Jun/2020 12:00:00 AM,1,280,0,0,0,0,145.437184,-14.68264753
71,Venus,89,LIZ_14-116d_25,Lizard Island Reef (Lagoon) (14-116d),14-116d,26/May/2020 12:00:00 AM,04/Jun/2020 12:00:00 AM,01/Jun/2020 12:00:00 AM,1,308,0,0,0,0,145.437184,-14.68264753
72,Venus,89,LIZ_14-116d_30,Lizard Island Reef (Lagoon) (14-116d),14-116d,26/May/2020 12:00:00 AM,04/Jun/2020 12:00:00 AM,02/Jun/2020 12:00:00 AM,1,310,0,0,0,0,145.4439323,-14.68960003
73,Venus,92,AGI_15-099c_10,Agincourt Reefs (No 1) (15-099c),15-099c,07/Jul/2020 12:00:00 AM,16/Jul/2020 12:00:00 AM,08/Jul/2020 12:00:00 AM,1,249,0,0,0,0,145.8668542,-16.05521144
74,Venus,92,AGI_15-099c_10,Agincourt Reefs (No 1) (15-099c),15-099c,07/Jul/2020 12:00:00 AM,16/Jul/2020 12:00:00 AM,08/Jul/2020 12:00:00 AM,1,280,0,0,0,0,145.8668542,-16.05521144
75,Venus,92,AGI_15-099c_9,Agincourt Reefs (No 1) (15-099c),15-099c,07/Jul/2020 12:00:00 AM,16/Jul/2020 12:00:00 AM,08/Jul/2020 12:00:00 AM,1,254,0,0,0,0,145.8657896,-16.05946576
76,Venus,92,AGI_15-099c_9,Agincourt Reefs (No 1) (15-099c),15-099c,07/Jul/2020 12:00:00 AM,16/Jul/2020 12:00:00 AM,08/Jul/2020 12:00:00 AM,1,280,0,0,0,0,145.8657896,-16.05946576
77,Venus,92,AGI_15-099e_5,Agincourt Reefs (No 2b) (15-099e),15-099e,07/Jul/2020 12:00:00 AM,16/Jul/2020 12:00:00 AM,09/Jul/2020 12:00:00 AM,1,250,0,0,0,0,145.8548766,-16.02943195
78,Venus,92,AGI_15-099e_5,Agincourt Reefs (No 2b) (15-099e),15-099e,07/Jul/2020 12:00:00 AM,16/Jul/2020 12:00:00 AM,09/Jul/2020 12:00:00 AM,1,280,0,0,0,0,145.8548766,-16.02943195
79,Venus,92,STC_16-019_35,St Crispin Reef (16-019),16-019,07/Jul/2020 12:00:00 AM,16/Jul/2020 12:00:00 AM,10/Jul/2020 12:00:00 AM,1,246,0,0,0,0,145.8438352,-16.07828455
80,Venus,92,STC_16-019_35,St Crispin Reef (16-019),16-019,07/Jul/2020 12:00:00 AM,16/Jul/2020 12:00:00 AM,10/Jul/2020 12:00:00 AM,1,280,0,0,0,0,145.8438352,-16.07828455
81,Venus,92,STC_16-019_36,St Crispin Reef (16-019),16-019,07/Jul/2020 12:00:00 AM,16/Jul/2020 12:00:00 AM,10/Jul/2020 12:00:00 AM,1,240,0,0,0,0,145.8429295,-16.07374422
82,Venus,92,STC_16-019_36,St Crispin Reef (16-019),16-019,07/Jul/2020 12:00:00 AM,16/Jul/2020 12:00:00 AM,10/Jul/2020 12:00:00 AM,1,280,0,0,0,0,145.8429295,-16.07374422
83,Venus,92,MAC_16-015_1,Mackay Reef (16-015),16-015,07/Jul/2020 12:00:00 AM,16/Jul/2020 12:00:00 AM,13/Jul/2020 12:00:00 AM,1,254,0,0,0,0,145.6495725,-16.04005085
84,Venus,92,MAC_16-015_4,Mackay Reef (16-015),16-015,07/Jul/2020 12:00:00 AM,16/Jul/2020 12:00:00 AM,13/Jul/2020 12:00:00 AM,1,248,0,0,0,0,145.6431015,-16.04651087
85,Venus,92,LOW_16-028_10,Low Islands Reef (16-028),16-028,07/Jul/2020 12:00:00 AM,16/Jul/2020 12:00:00 AM,15/Jul/2020 12:00:00 AM,1,280,0,0,0,0,145.5602878,-16.38240873
86,Venus,92,LOW_16-028_11,Low Islands Reef (16-028),16-028,07/Jul/2020 12:00:00 AM,16/Jul/2020 12:00:00 AM,15/Jul/2020 12:00:00 AM,1,248,0,0,0,0,145.5631477,-16.38444271
87,Venus,92,LOW_16-028_11,Low Islands Reef (16-028),16-028,07/Jul/2020 12:00:00 AM,16/Jul/2020 12:00:00 AM,15/Jul/2020 12:00:00 AM,1,280,0,0,0,0,145.5631477,-16.38444271
88,Venus,93,RIB_15-046_17,Ribbon No 4 Reef (15-046),15-046,22/Jul/2020 12:00:00 AM,31/Jul/2020 12:00:00 AM,25/Jul/2020 12:00:00 AM,1,400,0,0,0,0,145.8017403,-15.45242038
89,Venus,93,RIB_15-050_25,Ribbon No 3 Reef (15-050),15-050,22/Jul/2020 12:00:00 AM,31/Jul/2020 12:00:00 AM,26/Jul/2020 12:00:00 AM,1,367,0,0,0,0,145.802434,-15.47757351
90,Venus,93,RIB_15-050_25,Ribbon No 3 Reef (15-050),15-050,22/Jul/2020 12:00:00 AM,31/Jul/2020 12:00:00 AM,26/Jul/2020 12:00:00 AM,1,400,0,0,0,0,145.802434,-15.47757351
91,Venus,94,UND_16-020a_4,Undine Reef (West) (16-020a),16-020a,04/Aug/2020 12:00:00 AM,13/Aug/2020 12:00:00 AM,05/Aug/2020 12:00:00 AM,1,213,0,0,0,0,145.6533415,-16.11285069
92,Venus,94,UND_16-020a_4,Undine Reef (West) (16-020a),16-020a,04/Aug/2020 12:00:00 AM,13/Aug/2020 12:00:00 AM,05/Aug/2020 12:00:00 AM,1,240,0,0,0,0,145.6533415,-16.11285069
93,Venus,94,UND_16-020a_5,Undine Reef (West) (16-020a),16-020a,04/Aug/2020 12:00:00 AM,13/Aug/2020 12:00:00 AM,05/Aug/2020 12:00:00 AM,1,214,0,0,0,0,145.6581129,-16.1132258
94,Venus,95,MIC_16-060_11,Michaelmas Reef (16-060),16-060,18/Aug/2020 12:00:00 AM,27/Aug/2020 12:00:00 AM,21/Aug/2020 12:00:00 AM,1,220,0,0,0,0,146.0387528,-16.58804009
95,Venus,95,MIC_16-060_12,Michaelmas Reef (16-060),16-060,18/Aug/2020 12:00:00 AM,27/Aug/2020 12:00:00 AM,21/Aug/2020 12:00:00 AM,1,215,0,0,0,0,146.0345635,-16.59002352
96,Venus,95,MIC_16-060_25,Michaelmas Reef (16-060),16-060,18/Aug/2020 12:00:00 AM,27/Aug/2020 12:00:00 AM,26/Aug/2020 12:00:00 AM,1,221,0,0,0,0,145.9782689,-16.61356932
97,Venus,96,ARL_16-064_101,Arlington Reef (16-064),16-064,01/Sep/2020 12:00:00 AM,10/Sep/2020 12:00:00 AM,08/Sep/2020 12:00:00 AM,1,212,0,0,0,0,146.0916659,-16.66997826
98,Venus,96,ARL_16-064_101,Arlington Reef (16-064),16-064,01/Sep/2020 12:00:00 AM,10/Sep/2020 12:00:00 AM,08/Sep/2020 12:00:00 AM,1,240,0,0,0,0,146.0916659,-16.66997826
99,Venus,97,PIC_15-093_28,Pickersgill Reef (15-093),15-093,29/Sep/2020 12:00:00 AM,08/Oct/2020 12:00:00 AM,07/Oct/2020 12:00:00 AM,1,320,0,0,0,0,145.5532767,-15.85677717
100,Venus,98,END_15-089_36,Endeavour Reef (15-089),15-089,13/Oct/2020 12:00:00 AM,22/Oct/2020 12:00:00 AM,14/Oct/2020 12:00:00 AM,1,292,0,0,0,0,145.5893197,-15.76848064
101,Venus,98,END_15-089_36,Endeavour Reef (15-089),15-089,13/Oct/2020 12:00:00 AM,22/Oct/2020 12:00:00 AM,14/Oct/2020 12:00:00 AM,1,320,0,0,0,0,145.5893197,-15.76848064
102,Venus,98,END_15-089_37,Endeavour Reef (15-089),15-089,13/Oct/2020 12:00:00 AM,22/Oct/2020 12:00:00 AM,15/Oct/2020 12:00:00 AM,1,292,0,0,0,0,145.5933334,-15.76756775
103,Venus,98,END_15-089_37,Endeavour Reef (15-089),15-089,13/Oct/2020 12:00:00 AM,22/Oct/2020 12:00:00 AM,15/Oct/2020 12:00:00 AM,1,320,0,0,0,0,145.5933334,-15.76756775
104,Venus,98,END_15-089_38,Endeavour Reef (15-089),15-089,13/Oct/2020 12:00:00 AM,22/Oct/2020 12:00:00 AM,15/Oct/2020 12:00:00 AM,1,294,0,0,0,0,145.5980039,-15.76787513
105,Venus,98,END_15-089_38,Endeavour Reef (15-089),15-089,13/Oct/2020 12:00:00 AM,22/Oct/2020 12:00:00 AM,15/Oct/2020 12:00:00 AM,1,320,0,0,0,0,145.5980039,-15.76787513
106,Venus,99,MAR_14-123_8,Martin Reef (14-123),14-123,27/Oct/2020 12:00:00 AM,05/Nov/2020 12:00:00 AM,01/Nov/2020 12:00:00 AM,1,207,0,0,0,0,145.3735043,-14.76731685
107,Venus,99,MAR_14-123_9,Martin Reef (14-123),14-123,27/Oct/2020 12:00:00 AM,05/Nov/2020 12:00:00 AM,01/Nov/2020 12:00:00 AM,1,214,0,0,0,0,145.3703951,-14.7710646
108,Venus,111,BAR_18-019_52,Barnett Patches (18-019),18-019,27/Apr/2021 12:00:00 AM,06/May/2021 12:00:00 AM,04/May/2021 12:00:00 AM,1,200,0,0,0,0,146.8367625,-18.04988737
109,Venus,111,FLY_16-065_6,Flynn Reef (16-065),16-065,27/Apr/2021 12:00:00 AM,06/May/2021 12:00:00 AM,05/May/2021 12:00:00 AM,1,200,0,0,0,0,146.2658496,-16.73831685
110,Venus,113,BRI_18-024_71,Britomart Reef (18-024),18-024,25/May/2021 12:00:00 AM,03/Jun/2021 12:00:00 AM,27/May/2021 12:00:00 AM,1,280,0,0,0,0,146.6973207,-18.26227185
111,Venus,113,BRI_18-024_72,Britomart Reef (18-024),18-024,25/May/2021 12:00:00 AM,03/Jun/2021 12:00:00 AM,27/May/2021 12:00:00 AM,1,280,0,0,0,0,146.7020774,-18.26202671
112,Venus,113,BRI_18-024_69,Britomart Reef (18-024),18-024,25/May/2021 12:00:00 AM,03/Jun/2021 12:00:00 AM,28/May/2021 12:00:00 AM,1,280,0,0,0,0,146.6872445,-18.26363017
113,Venus,113,BRI_18-024_66,Britomart Reef (18-024),18-024,25/May/2021 12:00:00 AM,03/Jun/2021 12:00:00 AM,29/May/2021 12:00:00 AM,1,280,0,0,0,0,146.6766281,-18.26435062
114,Venus,113,BRI_18-024_115,Britomart Reef (18-024),18-024,25/May/2021 12:00:00 AM,03/Jun/2021 12:00:00 AM,30/May/2021 12:00:00 AM,1,250,0,0,0,0,146.7087108,-18.22300982
115,Venus,113,BRI_18-024_120,Britomart Reef (18-024),18-024,25/May/2021 12:00:00 AM,03/Jun/2021 12:00:00 AM,01/Jun/2021 12:00:00 AM,1,280,0,0,0,0,146.7303617,-18.22688275
116,Venus,116,ELF_16-073_6,Elford Reef (16-073),16-073,06/Jul/2021 12:00:00 AM,15/Jul/2021 12:00:00 AM,11/Jul/2021 12:00:00 AM,1,240,0,0,0,0,146.2500112,-16.9189386
117,Venus,121,GRE_16-049_7,Green Island Reef (16-049),16-049,28/Sep/2021 12:00:00 AM,07/Oct/2021 12:00:00 AM,04/Oct/2021 12:00:00 AM,1,280,0,0,0,0,145.9957808,-16.75669523
118,Venus,123,AGI_15-096_26,Agincourt Reefs (No 4) (15-096),15-096,26/Oct/2021 12:00:00 AM,04/Nov/2021 12:00:00 AM,01/Nov/2021 12:00:00 AM,1,280,0,0,0,0,145.8110155,-15.95396853
119,Venus,124,LIZ_14-116b_8,Lizard Island Reef (North East) (14-116b),14-116b,09/Nov/2021 12:00:00 AM,18/Nov/2021 12:00:00 AM,15/Nov/2021 12:00:00 AM,1,280,0,0,0,0,145.4780114,-14.66657383
120,Venus,126,CAI_15-086_95,Cairns Reef (15-086),15-086,07/Dec/2021 12:00:00 AM,21/Dec/2021 12:00:00 AM,08/Dec/2021 12:00:00 AM,1,240,0,0,0,0,145.5399644,-15.72532119
121,Venus,126,HEL_14-135_9,Helsdon Reef (14-135),14-135,07/Dec/2021 12:00:00 AM,21/Dec/2021 12:00:00 AM,15/Dec/2021 12:00:00 AM,1,240,0,0,0,0,145.4920808,-14.96465108
