Capture ID,Vessel,Voyage,Site Name,Reef Name,Reef ID,Voyage Start,Voyage End,Survey Date,Depth (meters),Bottomtime,Cohort 1 (<15cm),Cohort2 (15-25cm),Cohort3 (25-40cm),Cohort4 (>40cm),Longitude,Latitude
1432,Blue Planet Marine Voyages,90,LAD_24-008_10,Lady Elliot Island Reef (24-008),24-008,18/Aug/2022 12:00:00 AM,30/Aug/2022 12:00:00 AM,23/Aug/2022 12:00:00 AM,12,374,0,0,0,0,152.7111126,-24.12124804
1433,Blue Planet Marine Voyages,90,LAD_24-008_4,Lady Elliot Island Reef (24-008),24-008,18/Aug/2022 12:00:00 AM,30/Aug/2022 12:00:00 AM,23/Aug/2022 12:00:00 AM,10,360,0,0,0,0,152.7176256,-24.1186979
1434,Blue Planet Marine Voyages,90,WIL_23-050_3,Wilson Island Reef (23-050),23-050,18/Aug/2022 12:00:00 AM,30/Aug/2022 12:00:00 AM,25/Aug/2022 12:00:00 AM,7,246,0,0,0,0,151.9212694,-23.30815855
1435,Blue Planet Marine Voyages,1,LIZ_14-116a_32,Lizard Island Reef (North West) (14-116a),14-116a,14/Nov/2018 12:00:00 AM,25/Nov/2018 12:00:00 AM,19/Nov/2018 12:00:00 AM,3,145,0,0,0,0,145.4501762,-14.66207034
1436,Blue Planet Marine Voyages,1,LIZ_14-116a_32,Lizard Island Reef (North West) (14-116a),14-116a,14/Nov/2018 12:00:00 AM,25/Nov/2018 12:00:00 AM,19/Nov/2018 12:00:00 AM,3,152,0,0,0,0,145.4501762,-14.66207034
1437,Blue Planet Marine Voyages,1,LIZ_14-116a_32,Lizard Island Reef (North West) (14-116a),14-116a,14/Nov/2018 12:00:00 AM,25/Nov/2018 12:00:00 AM,19/Nov/2018 12:00:00 AM,3,159,0,0,0,0,145.4501762,-14.66207034
1438,Blue Planet Marine Voyages,1,LIZ_14-116a_32,Lizard Island Reef (North West) (14-116a),14-116a,14/Nov/2018 12:00:00 AM,25/Nov/2018 12:00:00 AM,19/Nov/2018 12:00:00 AM,3,594,0,0,0,0,145.4501762,-14.66207034
1439,Blue Planet Marine Voyages,1,EYR_14-118_1,Eyrie Reef (14-118),14-118,14/Nov/2018 12:00:00 AM,25/Nov/2018 12:00:00 AM,20/Nov/2018 12:00:00 AM,3,40,0,0,0,0,145.3907376,-14.68789982
1440,Blue Planet Marine Voyages,1,EYR_14-118_10,Eyrie Reef (14-118),14-118,14/Nov/2018 12:00:00 AM,25/Nov/2018 12:00:00 AM,21/Nov/2018 12:00:00 AM,3,60,0,0,0,0,145.3851838,-14.68589396
1441,Blue Planet Marine Voyages,1,EYR_14-118_6,Eyrie Reef (14-118),14-118,14/Nov/2018 12:00:00 AM,25/Nov/2018 12:00:00 AM,21/Nov/2018 12:00:00 AM,3,40,0,0,0,0,145.3929256,-14.71015552
1442,Blue Planet Marine Voyages,1,EYR_14-118_6,Eyrie Reef (14-118),14-118,14/Nov/2018 12:00:00 AM,25/Nov/2018 12:00:00 AM,21/Nov/2018 12:00:00 AM,3,60,0,0,0,0,145.3929256,-14.71015552
1443,Blue Planet Marine Voyages,1,EYR_14-118_6,Eyrie Reef (14-118),14-118,14/Nov/2018 12:00:00 AM,25/Nov/2018 12:00:00 AM,21/Nov/2018 12:00:00 AM,3,93,0,0,0,0,145.3929256,-14.71015552
1444,Blue Planet Marine Voyages,1,EYR_14-118_8,Eyrie Reef (14-118),14-118,14/Nov/2018 12:00:00 AM,25/Nov/2018 12:00:00 AM,21/Nov/2018 12:00:00 AM,3,25,0,0,0,0,145.3917029,-14.71923352
1445,Blue Planet Marine Voyages,1,EYR_14-118_8,Eyrie Reef (14-118),14-118,14/Nov/2018 12:00:00 AM,25/Nov/2018 12:00:00 AM,21/Nov/2018 12:00:00 AM,3,40,0,0,0,0,145.3917029,-14.71923352
1446,Blue Planet Marine Voyages,1,EYR_14-118_9,Eyrie Reef (14-118),14-118,14/Nov/2018 12:00:00 AM,25/Nov/2018 12:00:00 AM,21/Nov/2018 12:00:00 AM,3,30,0,0,0,0,145.3898212,-14.72363619
1447,Blue Planet Marine Voyages,1,EYR_14-118_9,Eyrie Reef (14-118),14-118,14/Nov/2018 12:00:00 AM,25/Nov/2018 12:00:00 AM,21/Nov/2018 12:00:00 AM,3,40,0,0,0,0,145.3898212,-14.72363619
1448,Blue Planet Marine Voyages,1,EYR_14-118_13,Eyrie Reef (14-118),14-118,14/Nov/2018 12:00:00 AM,25/Nov/2018 12:00:00 AM,22/Nov/2018 12:00:00 AM,3,108,0,0,0,0,145.3845046,-14.7318158
1449,Blue Planet Marine Voyages,1,EYR_14-118_19,Eyrie Reef (14-118),14-118,14/Nov/2018 12:00:00 AM,25/Nov/2018 12:00:00 AM,22/Nov/2018 12:00:00 AM,3,162,0,0,0,0,145.3653561,-14.73059239
1450,Blue Planet Marine Voyages,1,EYR_14-118_20,Eyrie Reef (14-118),14-118,14/Nov/2018 12:00:00 AM,25/Nov/2018 12:00:00 AM,22/Nov/2018 12:00:00 AM,3,435,0,0,0,0,145.3610983,-14.72815036
1451,Blue Planet Marine Voyages,1,EYR_14-118_21,Eyrie Reef (14-118),14-118,14/Nov/2018 12:00:00 AM,25/Nov/2018 12:00:00 AM,22/Nov/2018 12:00:00 AM,3,111,0,0,0,0,145.3586537,-14.72467505
1452,Blue Planet Marine Voyages,2,U/N_13-093c_1,U/N Reef (13-093c),13-093c,28/Nov/2018 12:00:00 AM,09/Dec/2018 12:00:00 AM,06/Dec/2018 12:00:00 AM,3,328,0,0,0,0,143.9937288,-13.7450249
1453,Blue Planet Marine Voyages,2,U/N_13-093c_2,U/N Reef (13-093c),13-093c,28/Nov/2018 12:00:00 AM,09/Dec/2018 12:00:00 AM,06/Dec/2018 12:00:00 AM,3,205,0,0,0,0,143.9955808,-13.75036164
1454,Blue Planet Marine Voyages,3,U/N_13-125_41,U/N Reef (13-125),13-125,12/Dec/2018 12:00:00 AM,23/Dec/2018 12:00:00 AM,18/Dec/2018 12:00:00 AM,3,50,0,0,0,0,144.3174705,-13.89590765
1455,Blue Planet Marine Voyages,3,U/N_13-125_54,U/N Reef (13-125),13-125,12/Dec/2018 12:00:00 AM,23/Dec/2018 12:00:00 AM,19/Dec/2018 12:00:00 AM,3,73,0,0,0,0,144.2929674,-13.88475339
1456,Blue Planet Marine Voyages,3,U/N_13-125_55,U/N Reef (13-125),13-125,12/Dec/2018 12:00:00 AM,23/Dec/2018 12:00:00 AM,20/Dec/2018 12:00:00 AM,3,216,0,0,0,0,144.2973395,-13.88533322
1457,Blue Planet Marine Voyages,6,SAN_14-045_13,Sand Bank No 1 Reef (14-045),14-045,06/Feb/2019 12:00:00 AM,17/Feb/2019 12:00:00 AM,12/Feb/2019 12:00:00 AM,3,50,0,0,0,0,144.8865877,-14.19182601
1458,Blue Planet Marine Voyages,7,U/N_13-116_41,U/N Reef (13-116),13-116,20/Feb/2019 12:00:00 AM,03/Mar/2019 12:00:00 AM,24/Feb/2019 12:00:00 AM,3,351,0,0,0,0,144.0841231,-13.56161711
1459,Blue Planet Marine Voyages,7,U/N_13-116_44,U/N Reef (13-116),13-116,20/Feb/2019 12:00:00 AM,03/Mar/2019 12:00:00 AM,24/Feb/2019 12:00:00 AM,3,292,0,0,0,0,144.0762124,-13.55270691
1460,Blue Planet Marine Voyages,7,U/N_13-116_34,U/N Reef (13-116),13-116,20/Feb/2019 12:00:00 AM,03/Mar/2019 12:00:00 AM,25/Feb/2019 12:00:00 AM,3,268,0,0,0,0,144.1049629,-13.58552513
1461,Blue Planet Marine Voyages,7,U/N_13-116_38,U/N Reef (13-116),13-116,20/Feb/2019 12:00:00 AM,03/Mar/2019 12:00:00 AM,25/Feb/2019 12:00:00 AM,3,301,0,0,0,0,144.0928249,-13.57206
1462,Blue Planet Marine Voyages,7,U/N_13-074_24,U/N Reef (13-074),13-074,20/Feb/2019 12:00:00 AM,03/Mar/2019 12:00:00 AM,26/Feb/2019 12:00:00 AM,3,225,0,0,0,0,144.0479795,-13.46880923
1463,Blue Planet Marine Voyages,7,U/N_13-074_25,U/N Reef (13-074),13-074,20/Feb/2019 12:00:00 AM,03/Mar/2019 12:00:00 AM,26/Feb/2019 12:00:00 AM,3,280,0,0,0,0,144.0512963,-13.4659504
1464,Blue Planet Marine Voyages,8,U/N_13-077_68,U/N Reef (13-077),13-077,06/Mar/2019 12:00:00 AM,17/Mar/2019 12:00:00 AM,10/Mar/2019 12:00:00 AM,3,341,0,0,0,0,143.8422885,-13.58515994
1465,Blue Planet Marine Voyages,8,U/N_13-077_74,U/N Reef (13-077),13-077,06/Mar/2019 12:00:00 AM,17/Mar/2019 12:00:00 AM,10/Mar/2019 12:00:00 AM,3,390,0,0,0,0,143.8142675,-13.59098623
1466,Blue Planet Marine Voyages,8,U/N_13-077_44,U/N Reef (13-077),13-077,06/Mar/2019 12:00:00 AM,17/Mar/2019 12:00:00 AM,11/Mar/2019 12:00:00 AM,3,20,0,0,0,0,143.9066365,-13.51097466
1467,Blue Planet Marine Voyages,8,U/N_13-077_57,U/N Reef (13-077),13-077,06/Mar/2019 12:00:00 AM,17/Mar/2019 12:00:00 AM,11/Mar/2019 12:00:00 AM,3,296,0,0,0,0,143.8849403,-13.56013855
1468,Blue Planet Marine Voyages,8,SAN_13-056_2,Sand Bank No 8 Reef (13-056),13-056,06/Mar/2019 12:00:00 AM,17/Mar/2019 12:00:00 AM,13/Mar/2019 12:00:00 AM,3,20,0,0,0,0,143.9639723,-13.3618902
1469,Blue Planet Marine Voyages,9,CAT_12-143_12,Cat Reef (12-143),12-143,20/Mar/2019 12:00:00 AM,31/Mar/2019 12:00:00 AM,26/Mar/2019 12:00:00 AM,3,239,0,0,0,0,143.8556757,-13.01494607
1470,Blue Planet Marine Voyages,9,CAT_12-143_13,Cat Reef (12-143),12-143,20/Mar/2019 12:00:00 AM,31/Mar/2019 12:00:00 AM,26/Mar/2019 12:00:00 AM,3,244,0,0,0,0,143.851793,-13.01229501
1471,Blue Planet Marine Voyages,9,DER_13-002_2,Derry Reef (13-002),13-002,20/Mar/2019 12:00:00 AM,31/Mar/2019 12:00:00 AM,26/Mar/2019 12:00:00 AM,3,329,0,0,0,0,143.8641885,-13.02349847
1472,Blue Planet Marine Voyages,16,RIB_15-075a_2,Ribbon No 2 Reef (No 1) (15-075a),15-075a,19/Apr/2019 12:00:00 AM,29/Apr/2019 12:00:00 AM,23/Apr/2019 12:00:00 AM,3,89,0,0,0,0,145.795128,-15.56914094
1473,Blue Planet Marine Voyages,16,RIB_15-080_1,Ribbon No 1 Reef (15-080),15-080,19/Apr/2019 12:00:00 AM,29/Apr/2019 12:00:00 AM,23/Apr/2019 12:00:00 AM,3,205,0,0,0,0,145.8025233,-15.60769134
1474,Blue Planet Marine Voyages,26,LAD_23-082a_24,Lady Musgrave Reef (23-082a),23-082a,01/Nov/2019 12:00:00 AM,12/Nov/2019 12:00:00 AM,11/Nov/2019 12:00:00 AM,3,120,0,0,0,0,152.4144553,-23.88491373
1475,Blue Planet Marine Voyages,31,LAD_24-008_6,Lady Elliot Island Reef (24-008),24-008,24/Jan/2020 12:00:00 AM,04/Feb/2020 12:00:00 AM,30/Jan/2020 12:00:00 AM,3,31,0,0,0,0,152.7092995,-24.11553042
1476,Blue Planet Marine Voyages,33,MAS_23-069_12,Mast Head Reef (23-069),23-069,21/Feb/2020 12:00:00 AM,02/Mar/2020 12:00:00 AM,27/Feb/2020 12:00:00 AM,3,25,0,0,0,0,151.7528171,-23.54970945
1477,Blue Planet Marine Voyages,33,MAS_23-069_13,Mast Head Reef (23-069),23-069,21/Feb/2020 12:00:00 AM,02/Mar/2020 12:00:00 AM,27/Feb/2020 12:00:00 AM,3,42,0,0,0,0,151.7477276,-23.54975974
1478,Blue Planet Marine Voyages,33,MAS_23-069_15,Mast Head Reef (23-069),23-069,21/Feb/2020 12:00:00 AM,02/Mar/2020 12:00:00 AM,27/Feb/2020 12:00:00 AM,3,38,0,0,0,0,151.7377747,-23.54903728
1479,Blue Planet Marine Voyages,33,MAS_23-069_17,Mast Head Reef (23-069),23-069,21/Feb/2020 12:00:00 AM,02/Mar/2020 12:00:00 AM,27/Feb/2020 12:00:00 AM,3,68,0,0,0,0,151.7279686,-23.54663894
1480,Blue Planet Marine Voyages,33,MAS_23-069_22,Mast Head Reef (23-069),23-069,21/Feb/2020 12:00:00 AM,02/Mar/2020 12:00:00 AM,27/Feb/2020 12:00:00 AM,3,40,0,0,0,0,151.7250522,-23.53246636
1481,Blue Planet Marine Voyages,33,MAS_23-069_4,Mast Head Reef (23-069),23-069,21/Feb/2020 12:00:00 AM,02/Mar/2020 12:00:00 AM,27/Feb/2020 12:00:00 AM,3,55,0,0,0,0,151.7510331,-23.53469754
1482,Blue Planet Marine Voyages,33,MAS_23-069_5,Mast Head Reef (23-069),23-069,21/Feb/2020 12:00:00 AM,02/Mar/2020 12:00:00 AM,27/Feb/2020 12:00:00 AM,3,74,0,0,0,0,151.7556821,-23.53640842
1483,Blue Planet Marine Voyages,33,MAS_23-069_12,Mast Head Reef (23-069),23-069,21/Feb/2020 12:00:00 AM,02/Mar/2020 12:00:00 AM,28/Feb/2020 12:00:00 AM,3,216,0,0,0,0,151.7528171,-23.54970945
1484,Blue Planet Marine Voyages,33,MAS_23-069_13,Mast Head Reef (23-069),23-069,21/Feb/2020 12:00:00 AM,02/Mar/2020 12:00:00 AM,28/Feb/2020 12:00:00 AM,3,192,0,0,0,0,151.7477276,-23.54975974
1485,Blue Planet Marine Voyages,33,MAS_23-069_15,Mast Head Reef (23-069),23-069,21/Feb/2020 12:00:00 AM,02/Mar/2020 12:00:00 AM,28/Feb/2020 12:00:00 AM,3,270,0,0,0,0,151.7377747,-23.54903728
1486,Blue Planet Marine Voyages,33,MAS_23-069_22,Mast Head Reef (23-069),23-069,21/Feb/2020 12:00:00 AM,02/Mar/2020 12:00:00 AM,28/Feb/2020 12:00:00 AM,3,196,0,0,0,0,151.7250522,-23.53246636
1487,Blue Planet Marine Voyages,33,MAS_23-069_5,Mast Head Reef (23-069),23-069,21/Feb/2020 12:00:00 AM,02/Mar/2020 12:00:00 AM,29/Feb/2020 12:00:00 AM,3,147,0,0,0,0,151.7556821,-23.53640842
1488,Blue Planet Marine Voyages,33,FIT_23-077_20,Fitzroy Reef (23-077),23-077,21/Feb/2020 12:00:00 AM,02/Mar/2020 12:00:00 AM,02/Mar/2020 12:00:00 AM,3,30,0,0,0,0,152.1284015,-23.63610493
1489,Blue Planet Marine Voyages,33,FIT_23-077_23,Fitzroy Reef (23-077),23-077,21/Feb/2020 12:00:00 AM,02/Mar/2020 12:00:00 AM,02/Mar/2020 12:00:00 AM,3,38,0,0,0,0,152.1372559,-23.62370088
1490,Blue Planet Marine Voyages,35,ERS_23-068_2,Erskine Reef (23-068),23-068,20/Mar/2020 12:00:00 AM,31/Mar/2020 12:00:00 AM,21/Mar/2020 12:00:00 AM,3,271,0,0,0,0,151.7832928,-23.50164192
1491,Blue Planet Marine Voyages,35,LAD_23-082a_20,Lady Musgrave Reef (23-082a),23-082a,20/Mar/2020 12:00:00 AM,31/Mar/2020 12:00:00 AM,25/Mar/2020 12:00:00 AM,3,36,0,0,0,0,152.3991291,-23.89689936
1492,Blue Planet Marine Voyages,35,LAD_23-082a_21,Lady Musgrave Reef (23-082a),23-082a,20/Mar/2020 12:00:00 AM,31/Mar/2020 12:00:00 AM,25/Mar/2020 12:00:00 AM,3,48,0,0,0,0,152.4041788,-23.89523781
1493,Blue Planet Marine Voyages,35,LAD_23-082a_22,Lady Musgrave Reef (23-082a),23-082a,20/Mar/2020 12:00:00 AM,31/Mar/2020 12:00:00 AM,25/Mar/2020 12:00:00 AM,3,35,0,0,0,0,152.408149,-23.89250236
1494,Blue Planet Marine Voyages,35,LAD_23-082a_24,Lady Musgrave Reef (23-082a),23-082a,20/Mar/2020 12:00:00 AM,31/Mar/2020 12:00:00 AM,25/Mar/2020 12:00:00 AM,3,31,0,0,0,0,152.4144553,-23.88491373
1495,Blue Planet Marine Voyages,35,LAD_23-082a_26,Lady Musgrave Reef (23-082a),23-082a,20/Mar/2020 12:00:00 AM,31/Mar/2020 12:00:00 AM,25/Mar/2020 12:00:00 AM,3,37,0,0,0,0,152.4192015,-23.88900264
1496,Blue Planet Marine Voyages,37,LAM_23-076_13,Lamont Reef (23-076),23-076,17/Apr/2020 12:00:00 AM,28/Apr/2020 12:00:00 AM,20/Apr/2020 12:00:00 AM,3,296,0,0,0,0,152.0374248,-23.59971012
1497,Blue Planet Marine Voyages,39,FAI_23-081_10,Fairfax Islands Reef (23-081),23-081,15/May/2020 12:00:00 AM,26/May/2020 12:00:00 AM,20/May/2020 12:00:00 AM,3,24,0,0,0,0,152.3603716,-23.86355748
1498,Blue Planet Marine Voyages,43,LLE_23-078_17,Llewellyn Reef (23-078),23-078,20/Aug/2020 12:00:00 AM,01/Sep/2020 12:00:00 AM,31/Aug/2020 12:00:00 AM,3,24,0,0,0,0,152.1570279,-23.70668373
1499,Blue Planet Marine Voyages,45,LAD_24-008_3,Lady Elliot Island Reef (24-008),24-008,17/Sep/2020 12:00:00 AM,29/Sep/2020 12:00:00 AM,22/Sep/2020 12:00:00 AM,3,384,0,0,0,0,152.7221907,-24.11544077
1500,Blue Planet Marine Voyages,46,FIT_23-077_33,Fitzroy Reef (23-077),23-077,01/Oct/2020 12:00:00 AM,13/Oct/2020 12:00:00 AM,04/Oct/2020 12:00:00 AM,3,110,0,0,0,0,152.1411866,-23.62663068
1501,Blue Planet Marine Voyages,46,LLE_23-078_1,Llewellyn Reef (23-078),23-078,01/Oct/2020 12:00:00 AM,13/Oct/2020 12:00:00 AM,11/Oct/2020 12:00:00 AM,3,18,0,0,0,0,152.2025871,-23.67335427
1502,Blue Planet Marine Voyages,47,LLE_23-078_26,Llewellyn Reef (23-078),23-078,15/Oct/2020 12:00:00 AM,27/Oct/2020 12:00:00 AM,19/Oct/2020 12:00:00 AM,3,32,0,0,0,0,152.1823936,-23.68115901
1503,Blue Planet Marine Voyages,47,HOS_23-080_1,Hoskyn Islands Reef (23-080),23-080,15/Oct/2020 12:00:00 AM,27/Oct/2020 12:00:00 AM,24/Oct/2020 12:00:00 AM,3,36,0,0,0,0,152.299798,-23.79512877
1504,Blue Planet Marine Voyages,47,HOS_23-080_11,Hoskyn Islands Reef (23-080),23-080,15/Oct/2020 12:00:00 AM,27/Oct/2020 12:00:00 AM,24/Oct/2020 12:00:00 AM,3,31,0,0,0,0,152.291613,-23.80061149
1505,Blue Planet Marine Voyages,47,HOS_23-080_12,Hoskyn Islands Reef (23-080),23-080,15/Oct/2020 12:00:00 AM,27/Oct/2020 12:00:00 AM,24/Oct/2020 12:00:00 AM,3,37,0,0,0,0,152.2951008,-23.79681707
1506,Blue Planet Marine Voyages,47,HOS_23-080_9,Hoskyn Islands Reef (23-080),23-080,15/Oct/2020 12:00:00 AM,27/Oct/2020 12:00:00 AM,24/Oct/2020 12:00:00 AM,3,34,0,0,0,0,152.2838983,-23.80739266
1507,Blue Planet Marine Voyages,59,LAM_23-076_13,Lamont Reef (23-076),23-076,15/Apr/2021 12:00:00 AM,27/Apr/2021 12:00:00 AM,16/Apr/2021 12:00:00 AM,3,41,0,0,0,0,152.0374248,-23.59971012
1508,Blue Planet Marine Voyages,67,PIK_21-549_1,Pike Reef (21-549),21-549,02/Sep/2021 12:00:00 AM,14/Sep/2021 12:00:00 AM,09/Sep/2021 12:00:00 AM,3,184,0,0,0,0,152.4180978,-21.94336456
1509,Blue Planet Marine Voyages,67,PIK_21-549_11,Pike Reef (21-549),21-549,02/Sep/2021 12:00:00 AM,14/Sep/2021 12:00:00 AM,09/Sep/2021 12:00:00 AM,3,232,0,0,0,0,152.4169239,-21.94645608
1510,Blue Planet Marine Voyages,67,PIK_21-549_39,Pike Reef (21-549),21-549,02/Sep/2021 12:00:00 AM,14/Sep/2021 12:00:00 AM,09/Sep/2021 12:00:00 AM,3,232,0,0,0,0,152.4370128,-21.9378452
1511,Blue Planet Marine Voyages,67,PIK_21-549_9,Pike Reef (21-549),21-549,02/Sep/2021 12:00:00 AM,14/Sep/2021 12:00:00 AM,09/Sep/2021 12:00:00 AM,3,140,0,0,0,0,152.4325973,-21.94073721
1512,Blue Planet Marine Voyages,69,U/N_22-088a_7,U/N Reef (22-088a),22-088a,30/Sep/2021 12:00:00 AM,12/Oct/2021 12:00:00 AM,07/Oct/2021 12:00:00 AM,3,31,0,0,0,0,152.1725903,-22.03514689
1513,Blue Planet Marine Voyages,69,U/N_22-088a_8,U/N Reef (22-088a),22-088a,30/Sep/2021 12:00:00 AM,12/Oct/2021 12:00:00 AM,07/Oct/2021 12:00:00 AM,3,86,0,0,0,0,152.1674507,-22.03533983
1514,Blue Planet Marine Voyages,70,SYK_23-054_22,Sykes Reef (23-054),23-054,14/Oct/2021 12:00:00 AM,26/Oct/2021 12:00:00 AM,22/Oct/2021 12:00:00 AM,3,224,0,0,0,0,152.0327482,-23.41825794
1515,Blue Planet Marine Voyages,70,MAS_23-069_20,Mast Head Reef (23-069),23-069,14/Oct/2021 12:00:00 AM,26/Oct/2021 12:00:00 AM,25/Oct/2021 12:00:00 AM,3,312,0,0,0,0,151.7167403,-23.53599017
1516,Blue Planet Marine Voyages,71,PIK_21-549_8,Pike Reef (21-549),21-549,28/Oct/2021 12:00:00 AM,09/Nov/2021 12:00:00 AM,31/Oct/2021 12:00:00 AM,3,164,0,0,0,0,152.4400232,-21.95987583
1517,Blue Planet Marine Voyages,71,PIK_21-549_34,Pike Reef (21-549),21-549,28/Oct/2021 12:00:00 AM,09/Nov/2021 12:00:00 AM,03/Nov/2021 12:00:00 AM,3,100,0,0,0,0,152.3996867,-21.95123268
1518,Blue Planet Marine Voyages,71,PIK_21-549_35,Pike Reef (21-549),21-549,28/Oct/2021 12:00:00 AM,09/Nov/2021 12:00:00 AM,03/Nov/2021 12:00:00 AM,3,132,0,0,0,0,152.4040306,-21.95120478
1519,Blue Planet Marine Voyages,71,SYK_23-054_21,Sykes Reef (23-054),23-054,28/Oct/2021 12:00:00 AM,09/Nov/2021 12:00:00 AM,07/Nov/2021 12:00:00 AM,3,120,0,0,0,0,152.0303634,-23.42246725
1520,Blue Planet Marine Voyages,78,ERS_23-068_1,Erskine Reef (23-068),23-068,17/Feb/2022 12:00:00 AM,01/Mar/2022 12:00:00 AM,28/Feb/2022 12:00:00 AM,3,220,0,0,0,0,151.77842,-23.49879099
1521,Blue Planet Marine Voyages,81,U/N_21-551_28,U/N Reef (21-551),21-551,31/Mar/2022 12:00:00 AM,11/Apr/2022 12:00:00 AM,01/Apr/2022 12:00:00 AM,3,336,0,0,0,0,152.0294857,-21.95182068
1522,Blue Planet Marine Voyages,85,FIT_23-077_53,Fitzroy Reef (23-077),23-077,26/May/2022 12:00:00 AM,07/Jun/2022 12:00:00 AM,28/May/2022 12:00:00 AM,3,90,0,0,0,0,152.1442321,-23.63286361
1523,Blue Planet Marine Voyages,89,LLE_23-078_24,Llewellyn Reef (23-078),23-078,04/Aug/2022 12:00:00 AM,16/Aug/2022 12:00:00 AM,11/Aug/2022 12:00:00 AM,3,37,0,0,0,0,152.1744244,-23.68630477
1524,Blue Planet Marine Voyages,89,LLE_23-078_25,Llewellyn Reef (23-078),23-078,04/Aug/2022 12:00:00 AM,16/Aug/2022 12:00:00 AM,11/Aug/2022 12:00:00 AM,3,32,0,0,0,0,152.1785911,-23.6839081
1525,Blue Planet Marine Voyages,1,EYR_14-118_1,Eyrie Reef (14-118),14-118,14/Nov/2018 12:00:00 AM,25/Nov/2018 12:00:00 AM,20/Nov/2018 12:00:00 AM,2,40,0,0,0,0,145.3907376,-14.68789982
1526,Blue Planet Marine Voyages,3,U/N_13-125_86,U/N Reef (13-125),13-125,12/Dec/2018 12:00:00 AM,23/Dec/2018 12:00:00 AM,19/Dec/2018 12:00:00 AM,2,124,0,0,0,0,144.283028,-13.80283488
1527,Blue Planet Marine Voyages,3,U/N_13-125_87,U/N Reef (13-125),13-125,12/Dec/2018 12:00:00 AM,23/Dec/2018 12:00:00 AM,19/Dec/2018 12:00:00 AM,2,241,0,0,0,0,144.2871667,-13.80130982
1528,Blue Planet Marine Voyages,4,WAI_14-088_70,Waining Reef (14-088),14-088,09/Jan/2019 12:00:00 AM,20/Jan/2019 12:00:00 AM,12/Jan/2019 12:00:00 AM,2,210,0,0,0,0,145.1985443,-14.49240291
1529,Blue Planet Marine Voyages,4,JEW_14-079_36,Jewell Reef (14-079),14-079,09/Jan/2019 12:00:00 AM,20/Jan/2019 12:00:00 AM,14/Jan/2019 12:00:00 AM,2,25,0,0,0,0,145.3781632,-14.41053598
1530,Blue Planet Marine Voyages,8,U/N_13-074_10,U/N Reef (13-074),13-074,06/Mar/2019 12:00:00 AM,17/Mar/2019 12:00:00 AM,12/Mar/2019 12:00:00 AM,2,23,0,0,0,0,144.0639543,-13.49009828
1531,Blue Planet Marine Voyages,8,U/N_13-050a_14,U/N Reef (13-050a),13-050a,06/Mar/2019 12:00:00 AM,17/Mar/2019 12:00:00 AM,13/Mar/2019 12:00:00 AM,2,20,0,0,0,0,143.9956192,-13.3283994
1532,Blue Planet Marine Voyages,8,U/N_13-050a_15,U/N Reef (13-050a),13-050a,06/Mar/2019 12:00:00 AM,17/Mar/2019 12:00:00 AM,13/Mar/2019 12:00:00 AM,2,20,0,0,0,0,143.9953837,-13.33293191
1533,Blue Planet Marine Voyages,9,U/N_12-137_13,U/N Reef (12-137),12-137,20/Mar/2019 12:00:00 AM,31/Mar/2019 12:00:00 AM,28/Mar/2019 12:00:00 AM,2,235,0,0,0,0,143.819458,-12.96882036
1534,Blue Planet Marine Voyages,11,KEE_18-079_10,Keeper Reef (18-079),18-079,17/Apr/2019 12:00:00 AM,28/Apr/2019 12:00:00 AM,20/Apr/2019 12:00:00 AM,2,22,0,0,0,0,147.2592273,-18.75123101
1535,Blue Planet Marine Voyages,19,LAD_23-082a_39,Lady Musgrave Reef (23-082a),23-082a,25/Jul/2019 12:00:00 AM,05/Aug/2019 12:00:00 AM,01/Aug/2019 12:00:00 AM,2,30,0,0,0,0,152.3966253,-23.90249992
1536,Blue Planet Marine Voyages,21,LAD_23-082a_39,Lady Musgrave Reef (23-082a),23-082a,22/Aug/2019 12:00:00 AM,02/Sep/2019 12:00:00 AM,23/Aug/2019 12:00:00 AM,2,47,0,0,0,0,152.3966253,-23.90249992
1537,Blue Planet Marine Voyages,21,LAD_23-082a_44,Lady Musgrave Reef (23-082a),23-082a,22/Aug/2019 12:00:00 AM,02/Sep/2019 12:00:00 AM,23/Aug/2019 12:00:00 AM,2,34,0,0,0,0,152.4050296,-23.89727987
1538,Blue Planet Marine Voyages,21,LAD_23-082a_1,Lady Musgrave Reef (23-082a),23-082a,22/Aug/2019 12:00:00 AM,02/Sep/2019 12:00:00 AM,24/Aug/2019 12:00:00 AM,2,30,0,0,0,0,152.4194481,-23.88416077
1539,Blue Planet Marine Voyages,21,LAD_23-082a_16,Lady Musgrave Reef (23-082a),23-082a,22/Aug/2019 12:00:00 AM,02/Sep/2019 12:00:00 AM,24/Aug/2019 12:00:00 AM,2,48,0,0,0,0,152.3854604,-23.91007191
1540,Blue Planet Marine Voyages,25,WIS_23-053_16,Wistari Reef (23-053),23-053,18/Oct/2019 12:00:00 AM,29/Oct/2019 12:00:00 AM,19/Oct/2019 12:00:00 AM,2,31,0,0,0,0,151.8809752,-23.48731268
1541,Blue Planet Marine Voyages,25,WIS_23-053_22,Wistari Reef (23-053),23-053,18/Oct/2019 12:00:00 AM,29/Oct/2019 12:00:00 AM,19/Oct/2019 12:00:00 AM,2,35,0,0,0,0,151.8517919,-23.48690754
